chemical,name,molecular_weight,SMILES_string,Drug,InChI Key,SMILES,similarity
CIDs05281099,natamycin,665.72518,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,Natamycin,NCXMLFZGDNKEPB-FFPOYIOWSA-N,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,89
CIDs00182176,S-salbutamol,239.31074,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Salbutamol,NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,91
CIDs09835049,avibactam,265.24374,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,Avibactam,NDCUAPJVLWFHHB-UHNVWZDZSA-N,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,89
CIDs00003702,indapamide,365.83454,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,Indapamide,NDDAHWYSQHTHNT-UHFFFAOYSA-N,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,90
CIDs00002343,benzthiazide,431.93736,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,Benzthiazide,NDTSRXAMMQDVSW-UHFFFAOYSA-N,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,92
CIDs00131682,safinamide,302.343363,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,Safinamide,NEMGRZFTLSKBAP-LBPRGKRZSA-N,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,90
CIDs05311304,nalbuphine,357.44338,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,Nalbuphine,NETZHAKZCGBWSS-CEDHKZHLSA-N,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,90
CIDs00002683,cetylpyridinium chloride,304.53312,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,Cetylpyridinium,NEUSVAOJNUQRTM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,72
CIDs09853654,pentagastrin,767.89146,CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N,Pentagastrin,NEYNJQRKHLUJRU-DZUOILHNSA-N,CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N,92
CIDs00004760,phenindione,222.2387,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,Phenindione,NFBAXHOPROOJAW-UHFFFAOYSA-N,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,91
CIDs00667476,dienestrol,266.33432,CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O,Dienoestrol,NFDFQCUYFHCNBW-SCGPFSFSSA-N,CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O,86
CIDs00026447,menthone,154.24932,CC1CCC(C(=O)C1)C(C)C,Menthone,NFLGAXVYCFJBMK-BDAKNGLRSA-N,CC1CCC(C(=O)C1)C(C)C,88
CIDs00010660,dimenhydrinate,469.96382,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Dimenhydrinate,NFLLKCVHYJRNRH-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,93
CIDs00027991,desmopressin,1069.21696,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,Desmopressin,NFLWUMRGJYTJIN-PNIOQBSNSA-N,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,92
CIDs00041781,torasemide,348.42,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Torasemide,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,90
CIDs05273469,benzyl cinnamate,238.28116,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,Benzyl Cinnamate,NGHOLYJTSCBCGC-VAWYXSNFSA-N,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,88
CIDs71309364,Sodium D-Lactate-3-13C,113.052424,CC(C(=O)[O-])O.[Na+],Sodium (S)-Lactate,NGSFWBMYFKHRBD-DKWTVANSSA-M,CC(C(=O)[O-])O.[Na+],75
CIDs71309230,Sodium L-lactate-2-d,113.065931,CC(C(=O)[O-])O.[Na+],Sodium Lactate,NGSFWBMYFKHRBD-UHFFFAOYSA-M,CC(C(=O)[O-])O.[Na+],82
CIDs00003125,alpha-methyl-p-tyrosine,195.21512,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,Metirosine,NHTGHBARYWONDQ-JTQLQIEISA-N,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,48
CIDs00005344,sulfisoxazole,267.30422,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Sulphafurazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,59
CIDs91384429,valproic acid-d,145.217602,CCCC(CCC)C(=O)O,Valproic Acid,NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O,79
CIDs71309715,Sulfur-33S,32.971459,[S],Sulphur,NINIDFKCEFEMDL-UHFFFAOYSA-N,[S],59
CIDs00002368,bethanidine,177.2462,CNC(=NC)NCC1=CC=CC=C1,Bethanidine,NIVZHWNOUVJHKV-UHFFFAOYSA-N,CNC(=NC)NCC1=CC=CC=C1,91
CIDs00003731,iomeprol,777.08529,CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,Iomeprol,NJKDOADNQSYQEV-UHFFFAOYSA-N,CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,88
CIDs05281881,flupenthixol,434.51761,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Flupenthixol,NJMYODHXAKYRHW-BLLMUTORSA-N,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,92
CIDs20054914,fluclorolone acetonide,487.388463,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)Cl)Cl)C)F)C,Fluclorolone Acetonide,NJNWEGFJCGYWQT-VSXGLTOVSA-N,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)Cl)Cl)C)F)C,91
CIDs00005376,tamoxifen,371.51456,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,Tamoxifen,NKANXQFJJICGDU-QPLCGJKRSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,89
CIDs00452550,tyrothricin,1228.4363,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)C(NC(=O)C(NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,Tyrothricin,NLJVXZFCYKWXLH-DXTIXLATSA-N,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)C(NC(=O)C(NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,91
CIDs00004875,potassium iodide,166.00277,[K+].[I-],Potassium Iodide,NLKNQRATVPKPDG-UHFFFAOYSA-M,[K+].[I-],88
CIDs00036294,tobramycin,467.51448,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,Tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,90
CIDs16211389,Ammonium-d4 chloride,57.516107,[NH4+].[Cl-],Ammonium Chloride,NLXLAEXVIDQMFP-UHFFFAOYSA-N,[NH4+].[Cl-],86
CIDs10629256,vinflunine,816.929066,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C,Vinflunine,NMDYYWFGPIMTKO-KLCPSUAYSA-N,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C,90
CIDs06420049,Azacytidine-5,244.20468,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,Azacitidine,NMUSYJAQQFHJEW-KVTDHHQDSA-N,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,83
CIDs09948102,pitolisant,295.84744,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl,Pitolisant,NNACHAUCXXVJSP-UHFFFAOYSA-N,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl,90
CIDs00003676,lidocaine,234.33728,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Lidocaine,NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,89
CIDs06533629,ceftizoxime,383.40282,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,Ceftizoxime,NNULBSISHYWZJU-LLKWHZGFSA-N,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O,91
CIDs00272833,phenethicillin,364.4161,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,Phenethicillin,NONJJLVGHLVQQM-JHXYUMNGSA-N,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,93
CIDs00019243,neomenthol,156.2652,CC1CCC(C(C1)O)C(C)C,Levomenthol,NOOLISFMXDJSKH-KXUCPTDWSA-N,CC1CCC(C(C1)O)C(C)C,86
CIDs00009904,nandrolone,274.39784,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,Nandrolone,NPAGDVCDWIYMMC-IZPLOLCNSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,90
CIDm00004857,pivmecillinam,439.56882,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,Pivmecillinam,NPGNOVNWUSPMDP-HLLBOEOZSA-N,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,92
CIDs86278362,Pegvaliase,318.4091,COCCOCCCCCC(=O)NCCCCC(C(=O)O)N,Pegvaliase,NPOCDVAOUKODSQ-ZDUSSCGKSA-N,COCCOCCCCCC(=O)NCCCCC(C(=O)O)N,100
CIDs00004064,meprobamate,218.25022,CCCC(C)(COC(=O)N)COC(=O)N,Meprobamate,NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(=O)N)COC(=O)N,91
CIDm00036339,etomidate,244.28904,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,Etomidate,NPUKDXXFDDZOKR-LLVKDONJSA-N,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,89
CIDs00004463,nevirapine,266.29786,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Nevirapine,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,90
CIDs00906180,-Pemoline,176.17202,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,Pemoline,NRNCYVBFPDDJNE-UHFFFAOYSA-N,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,94
CIDs00452548,teniposide,656.65368,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,Teniposide,NRUKOCRGYNPUPR-QBPJDGROSA-N,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,90
CIDs16681432,carbetocin,988.16086,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,Carbetocin,NSTRIRCPWQHTIA-DTRKZRJBSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,90
CIDs00003730,iohexol,821.13785,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,Iohexol,NTHXOOBQLCIOLC-UHFFFAOYSA-N,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,86
CIDs00002159,amisulpride,369.47898,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,Amisulpride,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,91
CIDs00000774,histamine,111.14506,C1=C(NC=N1)CCN,Histamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,C1=C(NC=N1)CCN,89
CIDs00001727,4-aminopyridine,94.11454,C1=CN=CC=C1N,Fampridine,NUKYPUAOHBNCPY-UHFFFAOYSA-N,C1=CN=CC=C1N,72
CIDs00002202,dithranol,226.2274,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,Dithranol,NUZWLKWWNNJHPT-UHFFFAOYSA-N,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,89
CIDs00004627,oxitropium bromide,332.41404,CC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,Oxitropium,NVOYVOBDTVTBDX-AGUVMIOSSA-N,CC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,64
CIDs00231224,Mitomycine,334.32722,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,Mitomycin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,95
CIDs00002369,betaxolol,307.42776,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,Betaxolol,NWIUTZDMDHAVTP-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,89
CIDs57369419,Abramycin-d6,450.471531,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,Tetracycline,NWXMGUDVXFXRIG-WESIUVDSSA-N,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,50
CIDs06604200,nitrofurantoin,238.15704,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],Nitrofurantoin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],93
CIDs00003748,iproniazid,179.21902,CC(C)NNC(=O)C1=CC=NC=C1,Iproniazid,NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(C)NNC(=O)C1=CC=NC=C1,90
CIDs46188928,"US8865698, 14",428.435186,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,Larotrectinib,NYNZQNWKBKUAII-KBXCAEBGSA-N,C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,0
CIDs06436173,rifaximin,785.87854,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,Rifaximin,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,89
CIDs00033672,carfecillin,454.49558,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C,Carfecillin,NZDASSHFKWDBBU-KVMCETHSSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C,91
CIDs00065111,decyl methyl sulfoxide,204.37266,CCCCCCCCCCS(=O)C,Decyl Methyl Sulphoxide,NZJXADCEESMBPW-UHFFFAOYSA-N,CCCCCCCCCCS(=O)C,80
CIDs00002370,bethanechol,161.22208,CC(C[N+](C)(C)C)OC(=O)N,Bethanechol,NZUPCNDJBJXXRF-UHFFFAOYSA-O,CC(C[N+](C)(C)C)OC(=O)N,91
CIDs05462309,C06262,30.973762,[P],Phosphorus,OAICVXFJPJFONN-UHFFFAOYSA-N,[P],0
CIDs71751604,4-Phenylbutyric Acid-13C6,170.157009,C1=CC=C(C=C1)CCCC(=O)O,Phenylbutyric Acid,OBKXEAXTFZPCHS-UHFFFAOYSA-N,C1=CC=C(C=C1)CCCC(=O)O,84
CIDs71595330,"N-[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]-(1,1-dimethylethyl)-methoxy-dioxo-[?]carboxamide",766.9034,CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCCC7CC7OC(=O)N1,Grazoprevir,OBMNJSNZOWALQB-NCQNOWPTSA-N,CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCCC7CC7OC(=O)N1,10
CIDs11949646,empagliflozin,450.90928,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,Empagliflozin,OBWASQILIWPZMG-QZMOQZSNSA-N,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,92
CIDs00021913,carbenoxalone,570.7566,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,Carbenoxolone,OBZHEBDUNPOCJG-WBXJDKIVSA-N,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,85
CIDs05459391,-Bifonazole,310.39172,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,Bifonazole,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,95
CIDs00123202,p-dichlorobenzene-d4,151.026607,C1=CC(=CC=C1Cl)Cl,Paradichlorobenzene,OCJBOOLMMGQPQU-UHFFFAOYSA-N,C1=CC(=CC=C1Cl)Cl,77
CIDs00004034,meclizine,390.94828,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Meclozine,OCJYIGYOJCODJL-UHFFFAOYSA-N,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,78
CIDs00003105,dipivefrin,351.43726,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,Dipivefrine,OCUJLLGVOUDECM-UHFFFAOYSA-N,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,86
CIDs00000232,arginine,174.20096,C(CC(C(=O)O)N)CN=C(N)N,Arginine,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C(CC(C(=O)O)N)CN=C(N)N,88
CIDs00065720,terizidone,302.28536,C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O,Terizidone,ODKYYBOHSVLGNU-UHFFFAOYSA-N,C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O,90
CIDs00667477,doxepin,279.37614,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,Doxepin,ODQWQRRAPPTVAG-GZTJUZNOSA-N,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,86
CIDs00060026,nateglinide,317.42258,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,Nateglinide,OELFLUMRDSZNSF-OFLPRAFFSA-N,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,91
CIDs57370138,beta-Carotene-d10,546.934258,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,Beta Carotene,OENHQHLEOONYIE-JLTXGRSLSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,73
CIDs00003746,ipratropium bromide,332.4571,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,Ipratropium,OEXHQOGQTVQTAT-BZQJJPTISA-N,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,67
CIDs00000305,choline,104.17076,C[N+](C)(C)CCO,Choline,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO,86
CIDs00003373,flumazenil,303.288363,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Flumazenil,OFBIFZUFASYYRE-UHFFFAOYSA-N,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,90
CIDs00002576,carisoprodol,260.32996,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Carisoprodol,OFZCIYFFPZCNJE-UHFFFAOYSA-N,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,92
CIDs09852519,avatrombopag,649.65466,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,Avatrombopag,OFZJKCQENFPZBH-UHFFFAOYSA-N,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,92
CIDs00003303,3-Ethoxymorphine,313.39082,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,Ethylmorphine,OGDVEMNWJVYAJL-LEPYJNQMSA-N,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,83
CIDs00002585,carvedilol,406.47424,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,Carvedilol,OGHNVEJMJSYVRP-UHFFFAOYSA-N,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,90
CIDs00004539,norfloxacin,319.330823,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,91
CIDs11954369,diflucortolone,394.452126,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C)F,Diflucortolone,OGPWIDANBSLJPC-RFPWEZLHSA-N,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C)F,93
CIDs00005381,tazarotene,351.46194,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,Tazarotene,OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,90
CIDs91402627,Alendronate-T3,251.104153,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,Alendronic Acid,OGSPWJRAVKPPFI-UHFFFAOYSA-N,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,55
CIDs00005978,vincristine,824.95764,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Vincristine,OGWKCGZFUXNPDA-XQKSVPLYSA-N,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,91
