Drug,PubChem CID,InChI Key,SMILES,STITCH ID,BNF Code,chembl_id,atc_codes
Mycophenolic Acid,446541,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,,['0802010N0AA'],CHEMBL866,['L04AA06']
Myristica Fragrans,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Myroxylon Balsamum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
N-(3-Chloroallyl)Hexaminium Chloride,6433396,UKHVLWKBNNSRRR-TYYBGVCCSA-M,C1N2CN3CN1C[N+](C2)(C3)CC=CCl.[Cl-],CIDm00020011,,,[]
N-Cyclohexyl-N'-Phenylparaphenylenediamine,92093,ZRMMVODKVLXCBB-UHFFFAOYSA-N,C1CCC(CC1)NC2=CC=C(C=C2)NC3=CC=CC=C3,CIDs00092093,,,[]
N-Cyclohexylbenzothiazyl Sulphenamide,7232,DEQZTKGFXNUBJL-UHFFFAOYSA-N,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,CIDs00007232,,CHEMBL1591074,[]
Nabilone,5284592,GECBBEABIDMGGL-RTBURBONSA-N,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,,['0406000R0AA'],CHEMBL947,[]
Nabumetone,4409,BLXXJMDCKKHMKV-UHFFFAOYSA-N,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,CIDs00004409,['1001010X0AA'],CHEMBL1070,['M01AX01']
Nadolol,39147,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,CIDs00039147,"['0204000M0AA', '0204000X0AA']",CHEMBL649,[]
Nafarelin,25077405,RWHUEXWOYVBUCI-ITQXDASVSA-N,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,CIDs25077649,['0607020P0AA'],,[]
Naftidrofuryl,4417,KBAFPSLPKGSANY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,CIDs00004417,['0206040AEAA'],CHEMBL1620794,['C04AX21']
Nalbuphine,5311304,NETZHAKZCGBWSS-CEDHKZHLSA-N,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,CIDs05311304,['0407020Y0AA'],CHEMBL895,['N02AF02']
Nalidixic Acid,4421,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,CIDs00004421,['0501120N0AA'],CHEMBL5,['J01MB02']
Nalmefene,5284594,WJBLNOPPDWQMCH-MBPVOVBZSA-N,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,CIDs05284594,['0410010D0AA'],CHEMBL982,['N07BB05']
Naloxol,44230574,HMWHERQFMBEHNG-DMOGFEGYSA-N,C=CCN1CCC23C4C(CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)O,CIDs11002006,,,[]
Naloxone,5284596,UZHSEJADLWPNLE-GRGSLBFTSA-N,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,CIDs05284596,"['1902070Q0AA', '1902070Q0BC', '1501070G0AA', '0407020AFAA']",CHEMBL80,"['A06AH04', 'V03AB15']"
Naltrexone,5360515,DQCKKXVULJGBQN-XFWGSAIBSA-N,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,CIDs05360515,['0410030E0AA'],CHEMBL19019,['N07BB04']
Nandrolone,9904,NPAGDVCDWIYMMC-IZPLOLCNSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,CIDs00009904,['0604030L0AA'],CHEMBL757,[]
Naphazoline,4436,CNIIGCLFLJGOGP-UHFFFAOYSA-N,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,CIDs87180547,['1104020R0AA'],CHEMBL761,"['R01AA08', 'S01GA51', 'S01GA01', 'R01AB02']"
Naproxen,156391,CMWTZPSULFXXJA-VIFPVBQESA-N,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CIDs00156391,"['1001010P0AA', '100101070AA']",CHEMBL154,"['G02CC02', 'M01AE02', 'M02AA12']"
Naratriptan,4440,AMKVXSZCKVJAGH-UHFFFAOYSA-N,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,CIDs00004440,['0407041M0AA'],CHEMBL1278,['N02CC02']
Nasturtium Officinale,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Natalizumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0802040W0AA'],,
Natamycin,5284447,NCXMLFZGDNKEPB-FFPOYIOWSA-N,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,CIDs05281099,['1103010P0AA'],CHEMBL1200656,"['S01AA10', 'D01AA02', 'A07AA03', 'A01AB10', 'G01AA02']"
Nateglinide,5311309,OELFLUMRDSZNSF-OFLPRAFFSA-N,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,CIDs00060026,['0601023U0AA'],,[]
N-Hydroxymethylsuccinimide,95286,AZVYYSCOCHRFKW-UHFFFAOYSA-N,C1CC(=O)N(C1=O)CO,CIDs00095286,,CHEMBL2002077,[]
Nebacumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Nebivolol,71301,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,CIDs00071301,['0204000ABAA'],CHEMBL434394,['C07AB12']
Nedocromil,50294,RQTOOFIXOKYGAN-UHFFFAOYSA-N,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,CIDs00050294,"['1104020N0AA', '0303010J0AA']",CHEMBL746,"['R01AC07', 'R03BC03', 'S01GX04']"
Nefazodone,4449,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,CIDs00004449,['0403040T0AA'],CHEMBL623,['N06AX06']
Nefopam,4450,RGPDEAGGEXEMMM-UHFFFAOYSA-N,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,CIDs00004450,['0407010P0AA'],CHEMBL465026,['N02BG06']
Nelarabine,3011155,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,CIDs03011155,['0801030ABAA'],CHEMBL1201112,['L01BB07']
Nelfinavir,64143,QAGYKUNXZHXKMR-HKWSIXNMSA-N,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,CIDm00004451,['0503010C0AA'],CHEMBL584,['J05AE04']
Neomycin,8378,PGBHMTALBVVCIT-VCIWKGPPSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,CIDs00008378,"['1201010U0AA', '1201010Z0AA', '0501040N0AA', '1103010N0AA', '1103010N0BB', '1310011P0AA']",CHEMBL184618,"['R01AX08', 'D09AA01', 'S01AA07']"
Neostigmine,4456,ALWKGYPQUAPLQC-UHFFFAOYSA-N,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CIDs00004456,"['1002010M0AA', '1002010N0AA', '1501060N0BB']",CHEMBL278020,"['S01EB06', 'N07AA01', 'N07AA51']"
Nepafenac,151075,QEFAQIPZVLVERP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,,['1108020AFAA'],CHEMBL1021,['S01BC10']
Nepeta,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Neratinib,9915743,JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,CIDs09915743,,CHEMBL180022,['L01EH02']
Netarsudil,66599893,OURRXQUGYQRVML-AREMUKBSSA-N,CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)C(CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C,CIDs59563729,,CHEMBL4594250,['S01EX05']
Netilmicin,441306,CIDUJQMULVCIBT-MQDUPKMGSA-N,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,CIDm00004460,"['0501040R0AA', '1103010AMAA']",CHEMBL1572,"['J01GB07', 'S01AA23']"
Netupitant,6451149,WAXQNWCZJDTGBU-UHFFFAOYSA-N,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,CIDs06451149,['0406000AGAA'],CHEMBL206253,[]
Nevirapine,4463,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,CIDs00004463,['0503010B0AA'],CHEMBL57,['J05AG01']
N-Isopropyl-N'-Phenyl-Paraphenylenediamine,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Nicardipine,4474,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,CIDs45040010,['0206020Q0AA'],CHEMBL1484,['C08CA04']
Nickel,935,PXHVJJICTQNCMI-UHFFFAOYSA-N,[Ni],CIDs00166962,,,[]
Niclosamide,4477,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,CIDs00004477,,CHEMBL1448,['P02DA01']
Nicoboxil,14866,IZJRISIINLJVBU-UHFFFAOYSA-N,CCCCOCCOC(=O)C1=CN=CC=C1,CIDs00014866,,CHEMBL2105161,[]
Nicofuranose,25495,FUWFSXZKBMCSKF-ZASNTINBSA-N,C1=CC(=CN=C1)C(=O)OCC2C(C(C(O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5,CIDs20056611,,CHEMBL1697844,['C10AD03']
Nicorandil,47528,LBHIOVVIQHSOQN-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],CIDs00047528,['0206030N0AA'],CHEMBL284906,['C01DX16']
Nicotine,89594,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCCC1C2=CN=CC=C2,CIDs00089594,"['0410020B0AA', '0410020B0BH', '0410020B0BC', '0410020B0BM', '0410020D0AA', '0410020D0BB', '0410020D0BD']",CHEMBL3,['N07BA01']
Nicotinic Acid,938,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,CIDs58302152,"['0212000U0AA', '0212000AEAA']",CHEMBL573,"['C10AD02', 'C04AC01', 'C10AD52']"
Nicotinyl Alcohol,7510,MVQVNTPHUGQQHK-UHFFFAOYSA-N,C1=CC(=CN=C1)CO,CIDs00007510,,CHEMBL1235535,"['C04AC02', 'C10AD05']"
Nicoumalone,54676537,VABCILAOYCMVPS-UHFFFAOYSA-N,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,CIDs54676537,,CHEMBL397420,['B01AA07']
Nifedipine,4485,HYIMSNHJOBLJNT-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,CIDs00004485,"['0206020R0AA', '0107040B0AA']",CHEMBL193,"['C08CA05', 'C08CA55']"
Nifuratel,6433427,SRQKTCXJCCHINN-NYYWCZLTSA-N,CSCC1CN(C(=O)O1)N=CC2=CC=C(O2)[N+](=O)[O-],CIDs06433427,,CHEMBL514315,['G01AX05']
Nilotinib,644241,HHZIURLSWUIHRB-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,,['0801050ASAA'],CHEMBL255863,['L01EA03']
Nimodipine,4497,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,CIDs00004497,['0206020M0AA'],CHEMBL1428,['C08CA06']
Nimorazole,23009,MDJFHRLTPRPZLY-UHFFFAOYSA-N,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],CIDs00023009,,CHEMBL435966,['P01AB06']
Nintedanib,135423438,CPMDPSXJELVGJG-UHFFFAOYSA-N,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,,['0801050BTAA'],CHEMBL5303538,[]
Nipasept,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Niraparib,24958200,PCHKPVIQAHNQLW-CQSZACIVSA-N,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,CIDs24958200,['0801050CJAA'],CHEMBL1094636,['L01XK02']
Nirmatrelvir,155903259,LIENCHBZNNMNKG-OJFNHCPVSA-N,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,,['0503060B0AA'],CHEMBL4802135,[]
Nisoldipine,4499,VKQFCGNPDRICFG-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,CIDs00004499,['0206020W0AA'],CHEMBL1726,['C08CA07']
Nitisinone,115355,OUBCNLGXQFSTLU-UHFFFAOYSA-N,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],CIDs71751037,['0908010AFAA'],CHEMBL1337,['A16AX04']
Nitrazepam,4506,KJONHKAYOJNZEC-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,CIDs00004506,['0401010R0AA'],CHEMBL13209,['N05CD02']
Nitrendipine,4507,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,CIDs00157702,,CHEMBL475534,['C08CA08']
Nitric Acid,944,GRYLNZFGIOXLOG-UHFFFAOYSA-N,[N+](=O)(O)[O-],CIDs71309217,,CHEMBL1352,[]
Nitric Oxide,145068,MWUXSHHQAYIFBG-UHFFFAOYSA-N,[N]=O,CIDs00145068,,CHEMBL1200689,['R07AX01']
Nitrofurantoin,6604200,NXFQHRVNIOXGAQ-YCRREMRBSA-N,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],CIDs06604200,['0501130R0AA'],CHEMBL572,"['J01XE01', 'J01XE51']"
Nitrofurazone,5447130,IAIWVQXQOWNYOU-FPYGCLRLSA-N,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,CIDs05447130,,CHEMBL869,"['B05CA03', 'P01CC02', 'S02AA02', 'D09AA03', 'D08AF01', 'S01AX04']"
Nitrogen,947,IJGRMHOSHXDMSA-UHFFFAOYSA-N,N#N,CIDs10197604,,CHEMBL142438,['V03AN04']
Nitrous Oxide,948,GQPLMRYTRLFLPF-UHFFFAOYSA-N,[N-]=[N+]=O,,"['1501020R0BB', '191500000BD', '1501020R0AA']",CHEMBL1234579,"['N01AX13', 'N01AX63']"
Nivolumab,No PubChem CID found,No InChI Key found,No SMILES found,,"['0802040ATAA', '0802040ATBC']",,
Nizatidine,3033637,SGXXNSQHWDMGGP-IZZDOVSWSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,CIDs03033637,['0103010N0AA'],,[]
"N,N'-Diphenyl-P-Phenylenediamine",6319,UTGQNNCQYDRXCH-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,CIDs00006319,,CHEMBL1333512,[]
Nomegestrol,68783,KZUIYQJTUIACIG-YBZCJVABSA-N,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4C1=CC(=O)CC4,CIDs00068783,,CHEMBL2105722,['G03DB04']
Nonacog Beta Pegol,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Nonivamide,2998,RGOVYLWUIBMPGK-UHFFFAOYSA-N,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,CIDs00002998,,CHEMBL75124,[]
Nonoxinol,7700,KUXGUCNZFCVULO-UHFFFAOYSA-N,CCCCCCCCCC1=CC=C(C=C1)OCCO,CIDs00007700,['0703030G0AA'],CHEMBL1797943,[]
Noradrenaline,439260,SFLSHLFXELFNJZ-QMMMGPOBSA-N,C1=CC(=C(C=C1C(CN)O)O)O,CIDs00000951,['0207020R0AA'],CHEMBL1437,['C01CA03']
Nordazepam,2997,AKPLHCDWDRPJGD-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,CIDs00002997,,CHEMBL523,['N05BA16']
Norelgestromin,62930,ISHXLNHNDMZNMC-XUDSTZEESA-N,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34,CIDs00062930,['0703010E0AA'],CHEMBL4791392,[]
Norethisterone,6230,VIKNJXKGJWUCNN-XGXHKTLJSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CIDs71751191,"['0703021N0AA', '0604012P0AA', '0703022N0AA']",CHEMBL1162,"['G03DC02', 'G03AC01']"
Norfloxacin,4539,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,CIDs00004539,['0501120Q0AA'],CHEMBL9,"['J01MA06', 'S01AE02']"
Norgestimate,6540478,KIQQMECNKUGGKA-NMYWJIRASA-N,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,CIDs06540478,,CHEMBL1200934,[]
Norgestrel,13109,WWYNJERNGUHSAO-XUDSTZEESA-N,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CIDs00013109,['0703021P0AA'],CHEMBL1389,"['G03AD01', 'G03AC03']"
Nortriptyline,4543,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,CIDs00004543,['0403010V0AA'],CHEMBL445,['N06AA10']
Noscapine,275196,AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,CIDs00275196,,CHEMBL364713,['R05DA07']
Noxythiolin,5251503,JLMHZVYLAQPMOZ-UHFFFAOYSA-N,CNC(=S)NCO,CIDs05251503,,CHEMBL2106441,['B05CA07']
Nusinersen,131801471,WWFDJIVIDXJAQR-FFWSQMGZSA-N,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)OP(=S)(O)OCC3C(C(C(O3)N4C=C(C(=NC4=O)N)C)OCCOC)OP(=S)(O)OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)OCCOC)OP(=S)(O)OCC8C(C(C(O8)N9C=C(C(=NC9=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C1N=C(NC2=O)N)OCCOC)O)OCCOC,,,,[]
Nystatin,6433272,VQOXZBDYSJBXMA-RKEBNKJGSA-N,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,CIDs06433272,"['1304000H0AA', '0502030B0AA', '1203020N0AA', '1310020U0AA', '1304000V0AA', '1304000V0CC', '0702020T0AA']",,[]
Oak Moss,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Obeticholic Acid,447715,ZXERDUOLZKYMJM-ZWECCWDJSA-N,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O,CIDs46244684,,CHEMBL566315,['A05AA04']
Obinutuzumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0802030G0AA'],,
Ocimum,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ocrelizumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ocriplasmin,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Octaphonium Chloride,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Octoxinol,5590,JYCQQPHGFMYQCF-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,CIDs00005590,,CHEMBL39763,[]
Octreotide,448601,DEQANNDTNATYII-OULOTJBUSA-N,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,CIDs86289069,['0803043N0AA'],CHEMBL1680,['H01CB02']
Odevixibat,10153627,XULSCZPZVQIMFM-IPZQJPLYSA-N,CCCCC1(CN(C2=CC(=C(C=C2S(=O)(=O)N1)OCC(=O)NC(C3=CC=C(C=C3)O)C(=O)NC(CC)C(=O)O)SC)C4=CC=CC=C4)CCCC,CIDs21896707,,CHEMBL4297588,['A05AX05']
Oenothera,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Oestriol,5756,PROQIPRRNZUXQM-ZXXIGWHRSA-N,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,CIDs00005756,,CHEMBL193482,"['G03CA04', 'G03CC06']"
Ofatumumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0802040BDAA'],,
Ofloxacin,4583,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,CIDs00149096,"['0501120P0AA', '1103010Y0AA', '1201010ABAA']",CHEMBL4,"['J01MA01', 'S02AA16', 'S01AE01']"
O-Iodohippuric Acid,8614,CORFWQGVBFFZHF-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)NCC(=O)O)I,CIDs00008614,,CHEMBL1681,[]
Okoubaka,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Olanzapine,135398745,KVWDHTXUZHCGIO-UHFFFAOYSA-N,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,CIDs25144936,"['040201060AA', '0402020ACAA']",CHEMBL715,['N05AH03']
Olaparib,23725625,FDLYAMZZIXQODN-UHFFFAOYSA-N,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,CIDs23725625,['0801050BYAA'],CHEMBL521686,['L01XK01']
Olaratumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Olea Europea,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Olipudase Alfa,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Olmesartan,158781,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,CIDs00158781,['0205052B0AA'],CHEMBL1516,[]
Olodaterol,11504295,COUYJEVMBVSIHV-SFHVURJKSA-N,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O,,"['0301011Z0AA', '0301040X0AA']",CHEMBL605846,['R03AC19']
Olopatadine,5281071,JBIMVDZLSHOPLA-LSCVHKIXSA-N,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,CIDs05281071,['1104020Z0AA'],CHEMBL1189432,"['R01AC08', 'S01GX09']"
Olsalazine,22419,QQBDLJCYGRGAKP-UHFFFAOYSA-N,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,,['0105010C0AA'],,[]
Omalizumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0304020X0AA'],,
Ombitasvir,54767916,PIDFDZJZLOTZTM-KHVQSSSXSA-N,CC(C)C(C(=O)N1CCCC1C(=O)NC2=CC=C(C=C2)C3CCC(N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,CIDs54767916,,CHEMBL3127326,[]
Omega-3 Acids,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Omeprazole,4594,SUBDBMMJDZJVOS-UHFFFAOYSA-N,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,CIDs00004594,['0103050P0AA'],CHEMBL1503,['A02BC01']
Onasemnogene Abeparvovec,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Ondansetron,4595,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,CIDs00004595,['0406000S0AA'],CHEMBL46,['A04AA01']
Opicapone,135565903,ASOADIZOVZTJSR-UHFFFAOYSA-N,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],,['0409010ABAA'],CHEMBL1089318,['N04BX04']
