Link,Drug Name
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000302701543.zip&amp;agency=MHRA,Mebhydrolin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000110282602.zip&amp;agency=MHRA,Mebrofenin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000694671395.zip&amp;agency=MHRA,Mecasermin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000190073208.zip&amp;agency=MHRA,Meclozine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000394437339.zip&amp;agency=MHRA,Mecysteine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000699761808.zip&amp;agency=MHRA,Medazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000293238847.zip&amp;agency=MHRA,Medium Chain Triglycerides
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000216503306.zip&amp;agency=MHRA,Medronic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000767899847.zip&amp;agency=MHRA,Medroxyprogesterone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000909587244.zip&amp;agency=MHRA,Mefenamic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000027833834.zip&amp;agency=MHRA,Mefloquine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000404582772.zip&amp;agency=MHRA,Mefruside
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000700475698.zip&amp;agency=MHRA,Megestrol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000413794216.zip&amp;agency=MHRA,Meglumine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000973578629.zip&amp;agency=MHRA,Melaleuca
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000581907604.zip&amp;agency=MHRA,Melatonin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000832852275.zip&amp;agency=MHRA,Meloxicam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000239577115.zip&amp;agency=MHRA,Melperone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000921150710.zip&amp;agency=MHRA,Melphalan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000654459859.zip&amp;agency=MHRA,Memantine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000268371673.zip&amp;agency=MHRA,Menotrophin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000136776443.zip&amp;agency=MHRA,Mentha
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000973754283.zip&amp;agency=MHRA,Menthone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000781040955.zip&amp;agency=MHRA,Menthyl Valerate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000445969824.zip&amp;agency=MHRA,Mepacrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000427594776.zip&amp;agency=MHRA,Mepenzolate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000554500998.zip&amp;agency=MHRA,Mepivacaine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000282620707.zip&amp;agency=MHRA,Mepolizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000464178415.zip&amp;agency=MHRA,Meprobamate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000716955334.zip&amp;agency=MHRA,Meptazinol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001016883646.zip&amp;agency=MHRA,Mepyramine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000461412200.zip&amp;agency=MHRA,Mequitazine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000737363206.zip&amp;agency=MHRA,Mercaptamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000579436184.zip&amp;agency=MHRA,Mercapto Mixture
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000781209938.zip&amp;agency=MHRA,Mercaptopurine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000447709735.zip&amp;agency=MHRA,Meropenem
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000553599883.zip&amp;agency=MHRA,Mesalazine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000354884187.zip&amp;agency=MHRA,Mesna
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000490755857.zip&amp;agency=MHRA,Mesterolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000803073357.zip&amp;agency=MHRA,Mestranol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000215600566.zip&amp;agency=MHRA,Metaraminol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000028953530.zip&amp;agency=MHRA,Metaxalone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000581703695.zip&amp;agency=MHRA,Metergoline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000156812423.zip&amp;agency=MHRA,Metformin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000811059947.zip&amp;agency=MHRA,Methacrylic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000477049382.zip&amp;agency=MHRA,Methadone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000363898528.zip&amp;agency=MHRA,Methandienone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001064250405.zip&amp;agency=MHRA,Methenamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000518723542.zip&amp;agency=MHRA,Methenolone Enanthate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000631724026.zip&amp;agency=MHRA,Methicillin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000658769846.zip&amp;agency=MHRA,Methionine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000247797188.zip&amp;agency=MHRA,Methocarbamol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000478309689.zip&amp;agency=MHRA,Methoserpidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000776410880.zip&amp;agency=MHRA,Methotrexate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000433644033.zip&amp;agency=MHRA,Methoxamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000817000609.zip&amp;agency=MHRA,Methoxsalen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000556747965.zip&amp;agency=MHRA,Methoxyflurane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000334926119.zip&amp;agency=MHRA,Methyclothiazide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000989741474.zip&amp;agency=MHRA,Methyl Alcohol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000118629285.zip&amp;agency=MHRA,Methyl Aminolevulinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000241277544.zip&amp;agency=MHRA,Methyl Hydroxybenzoate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000621742650.zip&amp;agency=MHRA,Methyl Methacrylate-Styrene Copolymer
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000656290501.zip&amp;agency=MHRA,Methyl Nicotinate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000046071127.zip&amp;agency=MHRA,Methyl Salicylate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000550273952.zip&amp;agency=MHRA,Methylcellulose
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000142538635.zip&amp;agency=MHRA,Methylchloroisothiazolinone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000595753048.zip&amp;agency=MHRA,Methyldopa
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000875064882.zip&amp;agency=MHRA,Methylephedrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000146068015.zip&amp;agency=MHRA,Methylergometrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000424474054.zip&amp;agency=MHRA,Methylisothiazolinone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000314877645.zip&amp;agency=MHRA,Methylnaltrexone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000873606401.zip&amp;agency=MHRA,Methylphenidate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000142362470.zip&amp;agency=MHRA,Methylphenobarbital
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000754558556.zip&amp;agency=MHRA,Methylprednisolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000936857026.zip&amp;agency=MHRA,Methylrosanilinium Chloride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000213401323.zip&amp;agency=MHRA,Methylthioninium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000676348223.zip&amp;agency=MHRA,Methyprylone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000148016214.zip&amp;agency=MHRA,Methysergide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000621193245.zip&amp;agency=MHRA,Metipranolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000964206982.zip&amp;agency=MHRA,Metirosine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000598863080.zip&amp;agency=MHRA,Metoclopramide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000143483246.zip&amp;agency=MHRA,Metolazone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000765810392.zip&amp;agency=MHRA,Metoprolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000905026623.zip&amp;agency=MHRA,Metrizamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000415197758.zip&amp;agency=MHRA,Metronidazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000490017858.zip&amp;agency=MHRA,Metyrapone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000777434466.zip&amp;agency=MHRA,Mexenone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000247933536.zip&amp;agency=MHRA,Mexiletine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000725480514.zip&amp;agency=MHRA,Mezlocillin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000154862408.zip&amp;agency=MHRA,Mianserin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001006725676.zip&amp;agency=MHRA,Mibefradil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001023539833.zip&amp;agency=MHRA,Micafungin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000054045932.zip&amp;agency=MHRA,Miconazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000080944652.zip&amp;agency=MHRA,Midazolam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000439188799.zip&amp;agency=MHRA,Midodrine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000884575479.zip&amp;agency=MHRA,Midostaurin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000330288806.zip&amp;agency=MHRA,Mifamurtide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000602185680.zip&amp;agency=MHRA,Mifepristone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000799361921.zip&amp;agency=MHRA,Migalastat
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000786019835.zip&amp;agency=MHRA,Miglustat
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000497713589.zip&amp;agency=MHRA,Milrinone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000950729192.zip&amp;agency=MHRA,Minocycline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000934622563.zip&amp;agency=MHRA,Minoxidil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000886404225.zip&amp;agency=MHRA,Mirabegron
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000880150299.zip&amp;agency=MHRA,Mirikizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000141161250.zip&amp;agency=MHRA,Mirtazapine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000562107006.zip&amp;agency=MHRA,Misoprostol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000718644416.zip&amp;agency=MHRA,Mitchella Repens
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001031691485.zip&amp;agency=MHRA,Mitomycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000271707398.zip&amp;agency=MHRA,Mitotane
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000686098084.zip&amp;agency=MHRA,Mitozantrone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000848757223.zip&amp;agency=MHRA,Mivacurium
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000645962577.zip&amp;agency=MHRA,Mizolastine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000329656843.zip&amp;agency=MHRA,Moclobemide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000327893065.zip&amp;agency=MHRA,Modafinil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001000494832.zip&amp;agency=MHRA,Moexipril
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000462264308.zip&amp;agency=MHRA,Mogamulizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001067396329.zip&amp;agency=MHRA,Molgramostim
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000191088876.zip&amp;agency=MHRA,Molnupiravir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000247315748.zip&amp;agency=MHRA,Molybdenum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000630063094.zip&amp;agency=MHRA,Molybdenum-99
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000265145161.zip&amp;agency=MHRA,Momelotinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000066493324.zip&amp;agency=MHRA,Mometasone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000897510683.zip&amp;agency=MHRA,Montelukast
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000718295845.zip&amp;agency=MHRA,Morphine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000562485903.zip&amp;agency=MHRA,Morpholinyl Mercaptothiabendazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001005786432.zip&amp;agency=MHRA,Moxifloxacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000283765859.zip&amp;agency=MHRA,Moxisylyte
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000241510293.zip&amp;agency=MHRA,Moxonidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000845070309.zip&amp;agency=MHRA,Mucopolysaccharide Polysulphate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000204515905.zip&amp;agency=MHRA,Mulberry
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000608999635.zip&amp;agency=MHRA,Mupirocin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000474846247.zip&amp;agency=MHRA,Murcidencel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001036819971.zip&amp;agency=MHRA,Mycophenolic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000704643930.zip&amp;agency=MHRA,Myristica Fragrans
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000591031675.zip&amp;agency=MHRA,Myroxylon Balsamum
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000682254205.zip&amp;agency=MHRA,N-(3-Chloroallyl)Hexaminium Chloride
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000372918765.zip&amp;agency=MHRA,N-Cyclohexyl-N'-Phenylparaphenylenediamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000217985330.zip&amp;agency=MHRA,N-Cyclohexylbenzothiazyl Sulphenamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000815470008.zip&amp;agency=MHRA,Nabilone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000584491780.zip&amp;agency=MHRA,Nabumetone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000039561990.zip&amp;agency=MHRA,Nadolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000741823843.zip&amp;agency=MHRA,Nafarelin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000013177392.zip&amp;agency=MHRA,Naftidrofuryl
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000566170558.zip&amp;agency=MHRA,Nalbuphine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000782255739.zip&amp;agency=MHRA,Nalidixic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000982325666.zip&amp;agency=MHRA,Nalmefene
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000504134885.zip&amp;agency=MHRA,Naloxol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000064379168.zip&amp;agency=MHRA,Naloxone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000093871021.zip&amp;agency=MHRA,Naltrexone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000110549392.zip&amp;agency=MHRA,Nandrolone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001028656399.zip&amp;agency=MHRA,Naphazoline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000649131391.zip&amp;agency=MHRA,Naproxen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000184654560.zip&amp;agency=MHRA,Naratriptan
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000291639005.zip&amp;agency=MHRA,Nasturtium Officinale
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001011291763.zip&amp;agency=MHRA,Natalizumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000492367875.zip&amp;agency=MHRA,Natamycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001058160560.zip&amp;agency=MHRA,Nateglinide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000801256998.zip&amp;agency=MHRA,N-Hydroxymethylsuccinimide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000373731295.zip&amp;agency=MHRA,Nebacumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001049797167.zip&amp;agency=MHRA,Nebivolol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000842451473.zip&amp;agency=MHRA,Nedocromil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000425038286.zip&amp;agency=MHRA,Nefazodone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000210098015.zip&amp;agency=MHRA,Nefopam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000168670860.zip&amp;agency=MHRA,Nelarabine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000031235599.zip&amp;agency=MHRA,Nelfinavir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000627357224.zip&amp;agency=MHRA,Neomycin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000363973163.zip&amp;agency=MHRA,Neostigmine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001028771374.zip&amp;agency=MHRA,Nepafenac
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000381721705.zip&amp;agency=MHRA,Nepeta
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000357944469.zip&amp;agency=MHRA,Neratinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000022416532.zip&amp;agency=MHRA,Netarsudil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000482476002.zip&amp;agency=MHRA,Netilmicin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001000421967.zip&amp;agency=MHRA,Netupitant
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000266961174.zip&amp;agency=MHRA,Nevirapine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000122960102.zip&amp;agency=MHRA,N-Isopropyl-N'-Phenyl-Paraphenylenediamine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000517356411.zip&amp;agency=MHRA,Nicardipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000170033264.zip&amp;agency=MHRA,Nickel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000274092760.zip&amp;agency=MHRA,Niclosamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000110343319.zip&amp;agency=MHRA,Nicoboxil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000237281866.zip&amp;agency=MHRA,Nicofuranose
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000004720965.zip&amp;agency=MHRA,Nicorandil
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000677195387.zip&amp;agency=MHRA,Nicotine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000525023423.zip&amp;agency=MHRA,Nicotinic Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001055243480.zip&amp;agency=MHRA,Nicotinyl Alcohol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000139545229.zip&amp;agency=MHRA,Nicoumalone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000203233490.zip&amp;agency=MHRA,Nifedipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000694619188.zip&amp;agency=MHRA,Nifuratel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000416309074.zip&amp;agency=MHRA,Nilotinib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000786977956.zip&amp;agency=MHRA,Nimodipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000251069535.zip&amp;agency=MHRA,Nimorazole
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000628645524.zip&amp;agency=MHRA,Nintedanib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000167751505.zip&amp;agency=MHRA,Nipasept
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000050754084.zip&amp;agency=MHRA,Niraparib
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000220243898.zip&amp;agency=MHRA,Nirmatrelvir
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000780529306.zip&amp;agency=MHRA,Nisoldipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000212978849.zip&amp;agency=MHRA,Nitisinone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000672316373.zip&amp;agency=MHRA,Nitrazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000223701866.zip&amp;agency=MHRA,Nitrendipine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000732898851.zip&amp;agency=MHRA,Nitric Acid
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000262099000.zip&amp;agency=MHRA,Nitric Oxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000462465691.zip&amp;agency=MHRA,Nitrofurantoin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000851864365.zip&amp;agency=MHRA,Nitrofurazone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001006520846.zip&amp;agency=MHRA,Nitrogen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000379320125.zip&amp;agency=MHRA,Nitrous Oxide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000927301396.zip&amp;agency=MHRA,Nivolumab
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000338709300.zip&amp;agency=MHRA,Nizatidine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000548503576.zip&amp;agency=MHRA,"N,N'-Diphenyl-P-Phenylenediamine"
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000718350613.zip&amp;agency=MHRA,Nomegestrol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000122340396.zip&amp;agency=MHRA,Nonacog Beta Pegol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001053389006.zip&amp;agency=MHRA,Nonivamide
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000568494107.zip&amp;agency=MHRA,Nonoxinol
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000880888284.zip&amp;agency=MHRA,Noradrenaline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000243455051.zip&amp;agency=MHRA,Nordazepam
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000014593317.zip&amp;agency=MHRA,Norelgestromin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000588390203.zip&amp;agency=MHRA,Norethisterone
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000048649361.zip&amp;agency=MHRA,Norfloxacin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000750699843.zip&amp;agency=MHRA,Norgestimate
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000452194251.zip&amp;agency=MHRA,Norgestrel
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000065597131.zip&amp;agency=MHRA,Nortriptyline
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000810767563.zip&amp;agency=MHRA,Noscapine
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000511844039.zip&amp;agency=MHRA,Noxythiolin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000409367477.zip&amp;agency=MHRA,Nusinersen
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_001016845628.zip&amp;agency=MHRA,Nystatin
dap.html?drug=./UK_EXTERNAL/NONCOMBINED/UK_NON_000380089038.zip&amp;agency=MHRA,Oak Moss
