Drug,InChI Key,SMILES,PubChem CID,ChEMBL ID,ATC Code
Medronic Acid,MBKDYNNUVRNNRF-UHFFFAOYSA-N,C(P(=O)(O)O)P(=O)(O)O,16124,CHEMBL6329,No ATC Code found
Medroxyprogesterone,FRQMUZJSZHZSGN-HBNHAYAOSA-N,CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,10631,CHEMBL6329,No ATC Code found
Mefenamic Acid,HYYBABOKPJLUIN-UHFFFAOYSA-N,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,4044,CHEMBL6329,No ATC Code found
Mefloquine,XEEQGYMUWCZPDN-DOMZBBRYSA-N,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,40692,CHEMBL6329,No ATC Code found
Mefruside,SMNOERSLNYGGOU-UHFFFAOYSA-N,CC1(CCCO1)CN(C)S(=O)(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,4047,CHEMBL6329,No ATC Code found
Megestrol,VXIMPSPISRVBPZ-NWUMPJBXSA-N,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,19090,CHEMBL6329,No ATC Code found
Meglumine,MBBZMMPHUWSWHV-BDVNFPICSA-N,CNCC(C(C(C(CO)O)O)O)O,8567,CHEMBL6329,No ATC Code found
Melaleuca,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Melatonin,DRLFMBDRBRZALE-UHFFFAOYSA-N,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,896,CHEMBL6329,No ATC Code found
Meloxicam,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,54677470,CHEMBL6329,No ATC Code found
Melperone,DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,15387,CHEMBL6329,No ATC Code found
Melphalan,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,460612,CHEMBL6329,No ATC Code found
Memantine,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C1)(CC(C3)(C2)N)C,4054,CHEMBL6329,No ATC Code found
Menotrophin,CBUWTGCATVNMJE-UHFFFAOYSA-N,CC(C)(C)CCCCC=O,21888462,CHEMBL6329,No ATC Code found
Mentha,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Menthone,NFLGAXVYCFJBMK-BDAKNGLRSA-N,CC1CCC(C(=O)C1)C(C)C,26447,CHEMBL6329,No ATC Code found
Menthyl Valerate,LCJPVSLESAPYMK-UHFFFAOYSA-N,CCCCC(=O)OC1CC(CCC1C(C)C)C,78941,CHEMBL6329,No ATC Code found
Mepacrine,GPKJTRJOBQGKQK-UHFFFAOYSA-N,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,237,CHEMBL6329,No ATC Code found
Mepenzolate,GKNPSSNBBWDAGH-UHFFFAOYSA-N,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,4057,CHEMBL6329,No ATC Code found
Mepivacaine,INWLQCZOYSRPNW-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,4062,CHEMBL6329,No ATC Code found
Mepolizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Meprobamate,NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(=O)N)COC(=O)N,4064,CHEMBL6329,No ATC Code found
Meptazinol,JLICHNCFTLFZJN-UHFFFAOYSA-N,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O,41049,CHEMBL6329,No ATC Code found
Mepyramine,YECBIJXISLIIDS-UHFFFAOYSA-N,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,4992,CHEMBL6329,No ATC Code found
Mequitazine,HOKDBMAJZXIPGC-UHFFFAOYSA-N,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,4066,CHEMBL6329,No ATC Code found
Mercaptamine,UFULAYFCSOUIOV-UHFFFAOYSA-N,C(CS)N,6058,CHEMBL6329,No ATC Code found
Mercapto Mixture,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mercaptopurine,GLVAUDGFNGKCSF-UHFFFAOYSA-N,C1=NC2=C(N1)C(=S)N=CN2,667490,CHEMBL6329,No ATC Code found
Meropenem,DMJNNHOOLUXYBV-PQTSNVLCSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,441130,CHEMBL6329,No ATC Code found
Mesalazine,KBOPZPXVLCULAV-UHFFFAOYSA-N,C1=CC(=C(C=C1N)C(=O)O)O,4075,CHEMBL6329,No ATC Code found
Mesna,XOGTZOOQQBDUSI-UHFFFAOYSA-M,C(CS(=O)(=O)[O-])S.[Na+],23662354,CHEMBL6329,No ATC Code found
Mesterolone,UXYRZJKIQKRJCF-TZPFWLJSSA-N,CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,15020,CHEMBL6329,No ATC Code found
Mestranol,IMSSROKUHAOUJS-MJCUULBUSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,6291,CHEMBL6329,No ATC Code found
Metaraminol,WXFIGDLSSYIKKV-RCOVLWMOSA-N,CC(C(C1=CC(=CC=C1)O)O)N,5906,CHEMBL6329,No ATC Code found
Metaxalone,IMWZZHHPURKASS-UHFFFAOYSA-N,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,15459,CHEMBL6329,No ATC Code found
Metergoline,WZHJKEUHNJHDLS-QTGUNEKASA-N,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,28693,CHEMBL6329,No ATC Code found
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)N=C(N)N,4091,CHEMBL6329,No ATC Code found
Methacrylic Acid,CERQOIWHTDAKMF-UHFFFAOYSA-N,CC(=C)C(=O)O,4093,CHEMBL6329,No ATC Code found
Methadone,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,4095,CHEMBL6329,No ATC Code found
Methandienone,XWALNWXLMVGSFR-HLXURNFRSA-N,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,6300,CHEMBL6329,No ATC Code found
Methenamine,VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,4101,CHEMBL6329,No ATC Code found
Methenolone Enanthate,TXUICONDJPYNPY-FRXWOFFRSA-N,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4C3(C(=CC(=O)C4)C)C)C,248271,CHEMBL6329,No ATC Code found
Methicillin,RJQXTJLFIWVMTO-TYNCELHUSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,6087,CHEMBL6329,No ATC Code found
Methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)O)N,6137,CHEMBL6329,No ATC Code found
Methocarbamol,GNXFOGHNGIVQEH-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(COC(=O)N)O,4107,CHEMBL6329,No ATC Code found
Methoserpidine,ULBNWNUHGJLQHO-VKMIBBQISA-N,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=C(C=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,71798,CHEMBL6329,No ATC Code found
Methotrexate,FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,126941,CHEMBL6329,No ATC Code found
Methoxamine,WJAJPNHVVFWKKL-UHFFFAOYSA-N,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,6082,CHEMBL6329,No ATC Code found
Methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,4114,CHEMBL6329,No ATC Code found
Methoxyflurane,RFKMCNOHBTXSMU-UHFFFAOYSA-N,COC(C(Cl)Cl)(F)F,4116,CHEMBL6329,No ATC Code found
Methyclothiazide,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,4121,CHEMBL6329,No ATC Code found
Methyl Alcohol,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,887,CHEMBL6329,No ATC Code found
Methyl Aminolevulinate,YUUAYBAIHCDHHD-UHFFFAOYSA-N,COC(=O)CCC(=O)CN,157922,CHEMBL6329,No ATC Code found
Methyl Hydroxybenzoate,LXCFILQKKLGQFO-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)O,7456,CHEMBL6329,No ATC Code found
Methyl Methacrylate-Styrene Copolymer,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Methyl Nicotinate,YNBADRVTZLEFNH-UHFFFAOYSA-N,COC(=O)C1=CN=CC=C1,7151,CHEMBL6329,No ATC Code found
Methyl Salicylate,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1O,4133,CHEMBL6329,No ATC Code found
Methylcellulose,YLGXILFCIXHCMC-JHGZEJCSSA-N,COCC1C(C(C(C(O1)OC2C(OC(C(C2OC)OC)OC)COC)OC)OC)OC,51063134,CHEMBL6329,No ATC Code found
Methylchloroisothiazolinone,DHNRXBZYEKSXIM-UHFFFAOYSA-N,CN1C(=O)C=C(S1)Cl,33344,CHEMBL6329,No ATC Code found
Methyldopa,CJCSPKMFHVPWAR-JTQLQIEISA-N,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,38853,CHEMBL6329,No ATC Code found
Methylephedrine,FMCGSUUBYTWNDP-UHFFFAOYSA-N,CC(C(C1=CC=CC=C1)O)N(C)C,4374,CHEMBL6329,No ATC Code found
Methylergometrine,UNBRKDKAWYKMIV-QWQRMKEZSA-N,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,8226,CHEMBL6329,No ATC Code found
Methylisothiazolinone,BEGLCMHJXHIJLR-UHFFFAOYSA-N,CN1C(=O)C=CS1,39800,CHEMBL6329,No ATC Code found
Methylnaltrexone,JVLBPIPGETUEET-GAAHOAFPSA-O,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6,5361918,CHEMBL6329,No ATC Code found
Methylphenidate,DUGOZIWVEXMGBE-UHFFFAOYSA-N,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,4158,CHEMBL6329,No ATC Code found
Methylphenobarbital,ALARQZQTBTVLJV-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,8271,CHEMBL6329,No ATC Code found
Methylprednisolone,VHRSUDSXCMQTMA-PJHHCJLFSA-N,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,6741,CHEMBL6329,No ATC Code found
Methylrosanilinium Chloride,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],11057,CHEMBL6329,No ATC Code found
Methylthioninium,RBTBFTRPCNLSDE-UHFFFAOYSA-N,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,4139,CHEMBL6329,No ATC Code found
Methyprylone,SIDLZWOQUZRBRU-UHFFFAOYSA-N,CCC1(C(=O)C(CNC1=O)C)CC,4162,CHEMBL6329,No ATC Code found
Methysergide,KPJZHOPZRAFDTN-ZRGWGRIASA-N,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,9681,CHEMBL6329,No ATC Code found
Metipranolol,BQIPXWYNLPYNHW-UHFFFAOYSA-N,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,31477,CHEMBL6329,No ATC Code found
Metirosine,NHTGHBARYWONDQ-JTQLQIEISA-N,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,441350,CHEMBL6329,No ATC Code found
Metoclopramide,TTWJBBZEZQICBI-UHFFFAOYSA-N,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,4168,CHEMBL6329,No ATC Code found
Metolazone,AQCHWTWZEMGIFD-UHFFFAOYSA-N,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,4170,CHEMBL6329,No ATC Code found
Metoprolol,IUBSYMUCCVWXPE-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,4171,CHEMBL6329,No ATC Code found
Metrizamide,BAQCROVBDNBEEB-UBYUBLNFSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I,443944,CHEMBL6329,No ATC Code found
Metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,CC1=NC=C(N1CCO)[N+](=O)[O-],4173,CHEMBL6329,No ATC Code found
Metyrapone,FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,4174,CHEMBL6329,No ATC Code found
Mexenone,MJVGBKJNTFCUJM-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,71645,CHEMBL6329,No ATC Code found
Mexiletine,VLPIATFUUWWMKC-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)OCC(C)N,4178,CHEMBL6329,No ATC Code found
Mezlocillin,YPBATNHYBCGSSN-VWPFQQQWSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,656511,CHEMBL6329,No ATC Code found
Mianserin,UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,4184,CHEMBL6329,No ATC Code found
Mibefradil,HBNPJJILLOYFJU-VMPREFPWSA-N,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,60663,CHEMBL6329,No ATC Code found
Micafungin,PIEUQSKUWLMALL-YABMTYFHSA-N,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,477468,CHEMBL6329,No ATC Code found
Miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,4189,CHEMBL6329,No ATC Code found
Midazolam,DDLIGBOFAVUZHB-UHFFFAOYSA-N,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,4192,CHEMBL6329,No ATC Code found
Midodrine,PTKSEFOSCHHMPD-UHFFFAOYSA-N,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,4195,CHEMBL6329,No ATC Code found
Midostaurin,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,9829523,CHEMBL6329,No ATC Code found
Mifamurtide,NGIYLSFJGRLEMI-MHTUOZSYSA-M,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(=O)C)C(C(CO)O)O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],123133557,CHEMBL6329,No ATC Code found
Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,55245,CHEMBL6329,No ATC Code found
Migalastat,LXBIFEVIBLOUGU-DPYQTVNSSA-N,C1C(C(C(C(N1)CO)O)O)O,176077,CHEMBL6329,No ATC Code found
Miglustat,UQRORFVVSGFNRO-UTINFBMNSA-N,CCCCN1CC(C(C(C1CO)O)O)O,51634,CHEMBL6329,No ATC Code found
Milrinone,PZRHRDRVRGEVNW-UHFFFAOYSA-N,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,4197,CHEMBL6329,No ATC Code found
Minocycline,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,54675783,CHEMBL6329,No ATC Code found
Minoxidil,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,4201,CHEMBL6329,No ATC Code found
Mirabegron,PBAPPPCECJKMCM-IBGZPJMESA-N,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,9865528,CHEMBL6329,No ATC Code found
Mirikizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mirtazapine,RONZAEMNMFQXRA-UHFFFAOYSA-N,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,4205,CHEMBL6329,No ATC Code found
Misoprostol,OJLOPKGSLYJEMD-URPKTTJQSA-N,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,5282381,CHEMBL6329,No ATC Code found
Mitchella Repens,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mitomycin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,5746,CHEMBL6329,No ATC Code found
Mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,4211,CHEMBL6329,No ATC Code found
Mitozantrone,KKZJGLLVHKMTCM-UHFFFAOYSA-N,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,4212,CHEMBL6329,No ATC Code found
Mivacurium,ILVYCEVXHALBSC-OTBYEXOQSA-N,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,5281042,CHEMBL6329,No ATC Code found
Mizolastine,PVLJETXTTWAYEW-UHFFFAOYSA-N,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,65906,CHEMBL6329,No ATC Code found
Moclobemide,YHXISWVBGDMDLQ-UHFFFAOYSA-N,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,4235,CHEMBL6329,No ATC Code found
Modafinil,YFGHCGITMMYXAQ-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,4236,CHEMBL6329,No ATC Code found
Moexipril,UWWDHYUMIORJTA-HSQYWUDLSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,91270,CHEMBL6329,No ATC Code found
Mogamulizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Molgramostim,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Molnupiravir,HTNPEHXGEKVIHG-QCNRFFRDSA-N,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,145996610,CHEMBL6329,No ATC Code found
Molybdenum,ZOKXTWBITQBERF-UHFFFAOYSA-N,[Mo],23932,CHEMBL6329,No ATC Code found
Molybdenum-99,ZOKXTWBITQBERF-AKLPVKDBSA-N,[Mo],104976,CHEMBL6329,No ATC Code found
Momelotinib,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,25062766,CHEMBL6329,No ATC Code found
Mometasone,QLIIKPVHVRXHRI-CXSFZGCWSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,441335,CHEMBL6329,No ATC Code found
Montelukast,UCHDWCPVSPXUMX-TZIWLTJVSA-N,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,5281040,CHEMBL6329,No ATC Code found
Morphine,BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,5288826,CHEMBL6329,No ATC Code found
Morpholinyl Mercaptothiabendazole,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Moxifloxacin,FABPRXSRWADJSP-MEDUHNTESA-N,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,152946,CHEMBL6329,No ATC Code found
Moxisylyte,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,4260,CHEMBL6329,No ATC Code found
Moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,4810,CHEMBL6329,No ATC Code found
Mucopolysaccharide Polysulphate,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mulberry,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mupirocin,MINDHVHHQZYEEK-HBBNESRFSA-N,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,446596,CHEMBL6329,No ATC Code found
Murcidencel,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Mycophenolic Acid,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,446541,CHEMBL6329,No ATC Code found
Myristica Fragrans,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Myroxylon Balsamum,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
N-(3-Chloroallyl)Hexaminium Chloride,UKHVLWKBNNSRRR-TYYBGVCCSA-M,C1N2CN3CN1C[N+](C2)(C3)CC=CCl.[Cl-],6433396,CHEMBL6329,No ATC Code found
N-Cyclohexyl-N'-Phenylparaphenylenediamine,ZRMMVODKVLXCBB-UHFFFAOYSA-N,C1CCC(CC1)NC2=CC=C(C=C2)NC3=CC=CC=C3,92093,CHEMBL6329,No ATC Code found
N-Cyclohexylbenzothiazyl Sulphenamide,DEQZTKGFXNUBJL-UHFFFAOYSA-N,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,7232,CHEMBL6329,No ATC Code found
Nabilone,GECBBEABIDMGGL-RTBURBONSA-N,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,5284592,CHEMBL6329,No ATC Code found
Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,4409,CHEMBL6329,No ATC Code found
Nadolol,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,39147,CHEMBL6329,No ATC Code found
Nafarelin,RWHUEXWOYVBUCI-ITQXDASVSA-N,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,25077405,CHEMBL6329,No ATC Code found
Naftidrofuryl,KBAFPSLPKGSANY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,4417,CHEMBL6329,No ATC Code found
Nalbuphine,NETZHAKZCGBWSS-CEDHKZHLSA-N,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,5311304,CHEMBL6329,No ATC Code found
Nalidixic Acid,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,4421,CHEMBL6329,No ATC Code found
Nalmefene,WJBLNOPPDWQMCH-MBPVOVBZSA-N,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,5284594,CHEMBL6329,No ATC Code found
Naloxol,HMWHERQFMBEHNG-DMOGFEGYSA-N,C=CCN1CCC23C4C(CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)O,44230574,CHEMBL6329,No ATC Code found
Naloxone,UZHSEJADLWPNLE-GRGSLBFTSA-N,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,5284596,CHEMBL6329,No ATC Code found
Naltrexone,DQCKKXVULJGBQN-XFWGSAIBSA-N,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,5360515,CHEMBL6329,No ATC Code found
Nandrolone,NPAGDVCDWIYMMC-IZPLOLCNSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,9904,CHEMBL6329,No ATC Code found
Naphazoline,CNIIGCLFLJGOGP-UHFFFAOYSA-N,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,4436,CHEMBL6329,No ATC Code found
Naproxen,CMWTZPSULFXXJA-VIFPVBQESA-N,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,156391,CHEMBL6329,No ATC Code found
Naratriptan,AMKVXSZCKVJAGH-UHFFFAOYSA-N,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,4440,CHEMBL6329,No ATC Code found
Nasturtium Officinale,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
Natalizumab,No InChI Key found,No SMILES found,No PubChem CID found,CHEMBL6329,No ATC Code found
