Drug,InChI Key,SMILES,PubChem CID
Mestranol,IMSSROKUHAOUJS-MJCUULBUSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,6291
Metaraminol,WXFIGDLSSYIKKV-RCOVLWMOSA-N,CC(C(C1=CC(=CC=C1)O)O)N,5906
Metaxalone,IMWZZHHPURKASS-UHFFFAOYSA-N,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,15459
Metergoline,WZHJKEUHNJHDLS-QTGUNEKASA-N,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,28693
Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)N=C(N)N,4091
Methacrylic Acid,CERQOIWHTDAKMF-UHFFFAOYSA-N,CC(=C)C(=O)O,4093
Methadone,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,4095
Methandienone,XWALNWXLMVGSFR-HLXURNFRSA-N,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,6300
Methenamine,VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,4101
Methenolone Enanthate,TXUICONDJPYNPY-FRXWOFFRSA-N,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4C3(C(=CC(=O)C4)C)C)C,248271
Methicillin,RJQXTJLFIWVMTO-TYNCELHUSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,6087
Methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)O)N,6137
Methocarbamol,GNXFOGHNGIVQEH-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(COC(=O)N)O,4107
Methoserpidine,ULBNWNUHGJLQHO-VKMIBBQISA-N,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=C(C=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,71798
Methotrexate,FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,126941
Methoxamine,WJAJPNHVVFWKKL-UHFFFAOYSA-N,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,6082
Methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,4114
Methoxyflurane,RFKMCNOHBTXSMU-UHFFFAOYSA-N,COC(C(Cl)Cl)(F)F,4116
Methyclothiazide,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,4121
Methyl Alcohol,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,887
Methyl Aminolevulinate,YUUAYBAIHCDHHD-UHFFFAOYSA-N,COC(=O)CCC(=O)CN,157922
Methyl Hydroxybenzoate,LXCFILQKKLGQFO-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)O,7456
Methyl Methacrylate-Styrene Copolymer,No InChI Key found,No SMILES found,No PubChem CID found
Methyl Nicotinate,YNBADRVTZLEFNH-UHFFFAOYSA-N,COC(=O)C1=CN=CC=C1,7151
Methyl Salicylate,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1O,4133
Methylcellulose,YLGXILFCIXHCMC-JHGZEJCSSA-N,COCC1C(C(C(C(O1)OC2C(OC(C(C2OC)OC)OC)COC)OC)OC)OC,51063134
Methylchloroisothiazolinone,DHNRXBZYEKSXIM-UHFFFAOYSA-N,CN1C(=O)C=C(S1)Cl,33344
Methyldopa,CJCSPKMFHVPWAR-JTQLQIEISA-N,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,38853
Methylephedrine,FMCGSUUBYTWNDP-UHFFFAOYSA-N,CC(C(C1=CC=CC=C1)O)N(C)C,4374
Methylergometrine,UNBRKDKAWYKMIV-QWQRMKEZSA-N,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,8226
Methylisothiazolinone,BEGLCMHJXHIJLR-UHFFFAOYSA-N,CN1C(=O)C=CS1,39800
Methylnaltrexone,JVLBPIPGETUEET-GAAHOAFPSA-O,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6,5361918
Methylphenidate,DUGOZIWVEXMGBE-UHFFFAOYSA-N,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,4158
Methylphenobarbital,ALARQZQTBTVLJV-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,8271
Methylprednisolone,VHRSUDSXCMQTMA-PJHHCJLFSA-N,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,6741
Methylrosanilinium Chloride,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],11057
Methylthioninium,RBTBFTRPCNLSDE-UHFFFAOYSA-N,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,4139
Methyprylone,SIDLZWOQUZRBRU-UHFFFAOYSA-N,CCC1(C(=O)C(CNC1=O)C)CC,4162
Methysergide,KPJZHOPZRAFDTN-ZRGWGRIASA-N,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,9681
Metipranolol,BQIPXWYNLPYNHW-UHFFFAOYSA-N,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,31477
Metirosine,NHTGHBARYWONDQ-JTQLQIEISA-N,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,441350
Metoclopramide,TTWJBBZEZQICBI-UHFFFAOYSA-N,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,4168
Metolazone,AQCHWTWZEMGIFD-UHFFFAOYSA-N,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,4170
Metoprolol,IUBSYMUCCVWXPE-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,4171
Metrizamide,BAQCROVBDNBEEB-UBYUBLNFSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I,443944
Metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,CC1=NC=C(N1CCO)[N+](=O)[O-],4173
Metyrapone,FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,4174
Mexenone,MJVGBKJNTFCUJM-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,71645
Mexiletine,VLPIATFUUWWMKC-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)OCC(C)N,4178
Mezlocillin,YPBATNHYBCGSSN-VWPFQQQWSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,656511
Mianserin,UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,4184
Mibefradil,HBNPJJILLOYFJU-VMPREFPWSA-N,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,60663
Micafungin,PIEUQSKUWLMALL-YABMTYFHSA-N,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,477468
Miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,4189
Midazolam,DDLIGBOFAVUZHB-UHFFFAOYSA-N,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,4192
Midodrine,PTKSEFOSCHHMPD-UHFFFAOYSA-N,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,4195
Midostaurin,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,9829523
Mifamurtide,NGIYLSFJGRLEMI-MHTUOZSYSA-M,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(=O)C)C(C(CO)O)O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],123133557
Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,55245
Migalastat,LXBIFEVIBLOUGU-DPYQTVNSSA-N,C1C(C(C(C(N1)CO)O)O)O,176077
Miglustat,UQRORFVVSGFNRO-UTINFBMNSA-N,CCCCN1CC(C(C(C1CO)O)O)O,51634
Milrinone,PZRHRDRVRGEVNW-UHFFFAOYSA-N,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,4197
Minocycline,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,54675783
Minoxidil,ZIMGGGWCDYVHOY-UHFFFAOYSA-N,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,4201
Mirabegron,PBAPPPCECJKMCM-IBGZPJMESA-N,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,9865528
Mirikizumab,No InChI Key found,No SMILES found,No PubChem CID found
Mirtazapine,RONZAEMNMFQXRA-UHFFFAOYSA-N,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,4205
Misoprostol,OJLOPKGSLYJEMD-URPKTTJQSA-N,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,5282381
Mitchella Repens,No InChI Key found,No SMILES found,No PubChem CID found
Mitomycin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,5746
Mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,4211
Mitozantrone,KKZJGLLVHKMTCM-UHFFFAOYSA-N,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,4212
Mivacurium,ILVYCEVXHALBSC-OTBYEXOQSA-N,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,5281042
Mizolastine,PVLJETXTTWAYEW-UHFFFAOYSA-N,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,65906
Moclobemide,YHXISWVBGDMDLQ-UHFFFAOYSA-N,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,4235
Modafinil,YFGHCGITMMYXAQ-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,4236
Moexipril,UWWDHYUMIORJTA-HSQYWUDLSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,91270
Mogamulizumab,No InChI Key found,No SMILES found,No PubChem CID found
Molgramostim,No InChI Key found,No SMILES found,No PubChem CID found
Molnupiravir,HTNPEHXGEKVIHG-QCNRFFRDSA-N,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,145996610
Molybdenum,ZOKXTWBITQBERF-UHFFFAOYSA-N,[Mo],23932
Molybdenum-99,ZOKXTWBITQBERF-AKLPVKDBSA-N,[Mo],104976
Momelotinib,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,25062766
Mometasone,QLIIKPVHVRXHRI-CXSFZGCWSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,441335
Montelukast,UCHDWCPVSPXUMX-TZIWLTJVSA-N,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,5281040
Morphine,BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,5288826
Morpholinyl Mercaptothiabendazole,No InChI Key found,No SMILES found,No PubChem CID found
Moxifloxacin,FABPRXSRWADJSP-MEDUHNTESA-N,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,152946
Moxisylyte,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,4260
Moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,4810
Mucopolysaccharide Polysulphate,No InChI Key found,No SMILES found,No PubChem CID found
Mulberry,No InChI Key found,No SMILES found,No PubChem CID found
Mupirocin,MINDHVHHQZYEEK-HBBNESRFSA-N,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,446596
Murcidencel,No InChI Key found,No SMILES found,No PubChem CID found
Mycophenolic Acid,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,446541
Myristica Fragrans,No InChI Key found,No SMILES found,No PubChem CID found
Myroxylon Balsamum,No InChI Key found,No SMILES found,No PubChem CID found
N-(3-Chloroallyl)Hexaminium Chloride,UKHVLWKBNNSRRR-TYYBGVCCSA-M,C1N2CN3CN1C[N+](C2)(C3)CC=CCl.[Cl-],6433396
N-Cyclohexyl-N'-Phenylparaphenylenediamine,ZRMMVODKVLXCBB-UHFFFAOYSA-N,C1CCC(CC1)NC2=CC=C(C=C2)NC3=CC=CC=C3,92093
N-Cyclohexylbenzothiazyl Sulphenamide,DEQZTKGFXNUBJL-UHFFFAOYSA-N,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,7232
Nabilone,GECBBEABIDMGGL-RTBURBONSA-N,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,5284592
Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,4409
Nadolol,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,39147
Nafarelin,RWHUEXWOYVBUCI-ITQXDASVSA-N,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,25077405
Naftidrofuryl,KBAFPSLPKGSANY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,4417
Nalbuphine,NETZHAKZCGBWSS-CEDHKZHLSA-N,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,5311304
Nalidixic Acid,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,4421
Nalmefene,WJBLNOPPDWQMCH-MBPVOVBZSA-N,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,5284594
Naloxol,HMWHERQFMBEHNG-DMOGFEGYSA-N,C=CCN1CCC23C4C(CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)O,44230574
Naloxone,UZHSEJADLWPNLE-GRGSLBFTSA-N,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,5284596
Naltrexone,DQCKKXVULJGBQN-XFWGSAIBSA-N,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,5360515
Nandrolone,NPAGDVCDWIYMMC-IZPLOLCNSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,9904
Naphazoline,CNIIGCLFLJGOGP-UHFFFAOYSA-N,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,4436
Naproxen,CMWTZPSULFXXJA-VIFPVBQESA-N,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,156391
Naratriptan,AMKVXSZCKVJAGH-UHFFFAOYSA-N,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,4440
Nasturtium Officinale,No InChI Key found,No SMILES found,No PubChem CID found
Natalizumab,No InChI Key found,No SMILES found,No PubChem CID found
Natamycin,NCXMLFZGDNKEPB-FFPOYIOWSA-N,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,5284447
Nateglinide,OELFLUMRDSZNSF-OFLPRAFFSA-N,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,5311309
N-Hydroxymethylsuccinimide,AZVYYSCOCHRFKW-UHFFFAOYSA-N,C1CC(=O)N(C1=O)CO,95286
Nebacumab,No InChI Key found,No SMILES found,No PubChem CID found
Nebivolol,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,71301
Nedocromil,RQTOOFIXOKYGAN-UHFFFAOYSA-N,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,50294
Nefazodone,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,4449
Nefopam,RGPDEAGGEXEMMM-UHFFFAOYSA-N,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,4450
Nelarabine,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,3011155
Nelfinavir,QAGYKUNXZHXKMR-HKWSIXNMSA-N,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,64143
Neomycin,PGBHMTALBVVCIT-VCIWKGPPSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,8378
Neostigmine,ALWKGYPQUAPLQC-UHFFFAOYSA-N,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,4456
Nepafenac,QEFAQIPZVLVERP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,151075
Nepeta,No InChI Key found,No SMILES found,No PubChem CID found
Neratinib,JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,9915743
Netarsudil,OURRXQUGYQRVML-AREMUKBSSA-N,CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)C(CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C,66599893
Netilmicin,CIDUJQMULVCIBT-MQDUPKMGSA-N,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,441306
Netupitant,WAXQNWCZJDTGBU-UHFFFAOYSA-N,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,6451149
Nevirapine,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,4463
N-Isopropyl-N'-Phenyl-Paraphenylenediamine,No InChI Key found,No SMILES found,No PubChem CID found
Nicardipine,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,4474
Nickel,PXHVJJICTQNCMI-UHFFFAOYSA-N,[Ni],935
Niclosamide,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,4477
Nicoboxil,IZJRISIINLJVBU-UHFFFAOYSA-N,CCCCOCCOC(=O)C1=CN=CC=C1,14866
Nicofuranose,FUWFSXZKBMCSKF-ZASNTINBSA-N,C1=CC(=CN=C1)C(=O)OCC2C(C(C(O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5,25495
Nicorandil,LBHIOVVIQHSOQN-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],47528
Nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCCC1C2=CN=CC=C2,89594
Nicotinic Acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,938
Nicotinyl Alcohol,MVQVNTPHUGQQHK-UHFFFAOYSA-N,C1=CC(=CN=C1)CO,7510
Nicoumalone,VABCILAOYCMVPS-UHFFFAOYSA-N,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,54676537
Nifedipine,HYIMSNHJOBLJNT-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,4485
Nifuratel,SRQKTCXJCCHINN-NYYWCZLTSA-N,CSCC1CN(C(=O)O1)N=CC2=CC=C(O2)[N+](=O)[O-],6433427
Nilotinib,HHZIURLSWUIHRB-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,644241
Nimodipine,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,4497
Nimorazole,MDJFHRLTPRPZLY-UHFFFAOYSA-N,C1COCCN1CCN2C=NC=C2[N+](=O)[O-],23009
Nintedanib,CPMDPSXJELVGJG-UHFFFAOYSA-N,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,135423438
Nipasept,No InChI Key found,No SMILES found,No PubChem CID found
Niraparib,PCHKPVIQAHNQLW-CQSZACIVSA-N,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,24958200
Nirmatrelvir,LIENCHBZNNMNKG-OJFNHCPVSA-N,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)C,155903259
Nisoldipine,VKQFCGNPDRICFG-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,4499
Nitisinone,OUBCNLGXQFSTLU-UHFFFAOYSA-N,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],115355
Nitrazepam,KJONHKAYOJNZEC-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,4506
Nitrendipine,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,4507
Nitric Acid,GRYLNZFGIOXLOG-UHFFFAOYSA-N,[N+](=O)(O)[O-],944
Nitric Oxide,MWUXSHHQAYIFBG-UHFFFAOYSA-N,[N]=O,145068
Nitrofurantoin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],6604200
Nitrofurazone,IAIWVQXQOWNYOU-FPYGCLRLSA-N,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,5447130
Nitrogen,IJGRMHOSHXDMSA-UHFFFAOYSA-N,N#N,947
Nitrous Oxide,GQPLMRYTRLFLPF-UHFFFAOYSA-N,[N-]=[N+]=O,948
Nivolumab,No InChI Key found,No SMILES found,No PubChem CID found
Nizatidine,SGXXNSQHWDMGGP-IZZDOVSWSA-N,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,3033637
"N,N'-Diphenyl-P-Phenylenediamine",UTGQNNCQYDRXCH-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,6319
Nomegestrol,KZUIYQJTUIACIG-YBZCJVABSA-N,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4C1=CC(=O)CC4,68783
Nonacog Beta Pegol,No InChI Key found,No SMILES found,No PubChem CID found
Nonivamide,RGOVYLWUIBMPGK-UHFFFAOYSA-N,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,2998
Nonoxinol,KUXGUCNZFCVULO-UHFFFAOYSA-N,CCCCCCCCCC1=CC=C(C=C1)OCCO,7700
Noradrenaline,SFLSHLFXELFNJZ-QMMMGPOBSA-N,C1=CC(=C(C=C1C(CN)O)O)O,439260
Nordazepam,AKPLHCDWDRPJGD-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,2997
Norelgestromin,ISHXLNHNDMZNMC-XUDSTZEESA-N,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34,62930
Norethisterone,VIKNJXKGJWUCNN-XGXHKTLJSA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,6230
