DDPD-ID,Drug-Name,SMILES,Molecular Weight (g/mol),C-Max Value (ng/ml),C-Max Unit,C-Max Raw Value,C-Max Annotation,C-Max (nM)
DDPD01211,Clarithromycin,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,747.9534,2400.0,ng/ml,2.4,"PO, oral; adults; normal,healthy;",3208.76
DDPD01211,Clarithromycin,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,747.9534,700.0,ng/ml,0.7,"PO, oral; Derivative; adults; normal,healthy;",935.89
DDPD01216,Finasteride,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,372.5441,37.0,ng/ml,37(27-49),"PO, oral;",99.32
DDPD01216,Finasteride,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,372.5441,37.0,ng/ml,37(27-49),"Oral single dose; adults; normal,healthy;",99.32
DDPD01217,Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,293.3663,46.0,ng/ml,46.0,"Oral single dose; postmenopausal women;  Female, women;",156.80
DDPD01221,Ketamine,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,237.725,750.0,ng/ml,0.75,,3154.91
DDPD01222,Budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,430.5339,1.5,ng/ml,1.50±0.79,"PO, oral;",3.48
DDPD01222,Budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,430.5339,0.47358729,ng/ml,0.6-1.6,"inhalation, IH;",1.10
DDPD01222,Budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,430.5339,1.11938814,ng/ml,2.6,"inhalation, IH;",2.60
DDPD01222,Budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,430.5339,1.35,ng/ml,1.35±0.96,"Tablet, PO, oral; extended release formulation; different study;",3.14
DDPD01224,Quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,383.507,467.0,ng/ml,467,"PO, oral; extended release formulation;",1217.71
DDPD01224,Quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,383.507,278.0,ng/ml,278.0,"PO, oral; schizophrenia;",724.89
DDPD01229,Paclitaxel,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,853.9061,195.0,ng/ml,195,"intravenous infusion, IV in drop;",228.36
DDPD01229,Paclitaxel,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,853.9061,725820.185,ng/ml,0.85±0.21,"intravenous infusion, IV in drop; adults; tumor;",850000.00
DDPD01233,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,299.796,41.0,ng/ml,41.0,"inhalation, IH;",136.76
DDPD01233,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,299.796,80.0,ng/ml,80.0,Oral single dose; Elderly;,266.85
DDPD01233,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,299.796,18.0,ng/ml,18±6.2,Oral single dose; Infants;,60.04
DDPD01234,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,392.4611,34.6,ng/ml,34.6±6.0,"IM,intramuscular injection;",88.16
DDPD01234,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,392.4611,13.9,ng/ml,13.9±6.8,"PO, oral;",35.42
DDPD01235,Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,197.1879,1700.0,ng/ml,1.7±0.8,combination drug use; young;,8621.22
DDPD01235,Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,197.1879,1900.0,ng/ml,1.9±0.6,combination drug use; Elderly;,9635.48
DDPD01238,Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,448.385,242.0,ng/ml,242±36,"PO, oral;",539.71
DDPD01241,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,250.3334,46000.0,ng/ml,46±16,"PO, oral; normal,healthy;",183754.94
DDPD01241,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,250.3334,13800.0,ng/ml,13.8±11.1,"PO, oral;",55126.48
DDPD01241,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,250.3334,23000.0,ng/ml,23.0±10.3,"PO, oral; hepatopathy，LD;",91877.47
DDPD01241,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,250.3334,20000.0,ng/ml,15-25,"PO, oral;",79893.45
DDPD01242,Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,314.852,92000000.0,ng/ml,92(56-154),Oral single dose;,292200780.05
DDPD01248,Docetaxel,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,807.8792,2400.0,ng/ml,2.4±0.9,"intravenous infusion, IV in drop; tumor;",2970.74
DDPD01275,Hydralazine,NNC1=NN=CC2=CC=CC=C12,160.1759,114.5257685,mg/ml,0.12-1.31,"PO, oral; patients;",715.00
DDPD01327,Cefazolin,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,454.507,42000.0,ng/ml,42±9.5,,92407.82
DDPD01327,Cefazolin,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,454.507,237000.0,ng/ml,237±285,,521444.11
DDPD01330,Cefotetan,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,575.619,91000.0,ng/ml,91.0,"adults; normal,healthy;",158090.68
DDPD01330,Cefotetan,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,575.619,413500.0,ng/ml,336-491,"adults; normal,healthy;",718357.11
DDPD01330,Cefotetan,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,575.619,38000.0,ng/ml,38.0,"adults; normal,healthy;",66015.89
DDPD01337,Pancuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,572.8619,670.0,ng/ml,0.67,"intravenous injection, IV; surgery;",1169.57
DDPD01339,Vecuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,557.8274,130.0,ng/ml,130±20,,233.05
DDPD01364,Ephedrine,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,165.2322,79.5,ng/ml,79.5,"PO, oral;",481.14
DDPD01394,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,399.437,2.5,ng/ml,2.5,"PO, oral;",6.26
DDPD01395,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,366.4932,73.5,ng/ml,60-87,,200.55
DDPD01395,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,366.4932,21.9,ng/ml,21.9,combination drug use;,59.76
DDPD01400,Neostigmine,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,223.2915,275.0,ng/ml,200-350,patients;,1231.57
DDPD01413,Cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,480.561,65000.0,ng/ml,65±7,"intravenous injection, IV;",135258.58
DDPD01438,Phenazopyridine,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,213.2385,65.0,ng/ml,65.00±29.23,,304.82
DDPD01551,Dihydrocodeine,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,301.3801,71.8,ng/ml,71.8,"intravenous injection, IV;",238.24
DDPD01551,Dihydrocodeine,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,301.3801,146.0,ng/ml,146,"PO, oral;",484.44
DDPD01576,Dextroamphetamine,C[C@H](N)CC1=CC=CC=C1,135.2062,61.0,ng/ml,61±20,"PO, oral; Raceme D; extended release formulation;",451.16
DDPD01591,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,362.473,32.3,ng/ml,32.3,"PO, oral;",89.11
DDPD01591,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,362.473,62.9,ng/ml,62.9,"PO, oral;",173.53
DDPD01597,Cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,358.453,10100.0,ng/ml,8.2-12,"IM,intramuscular injection;",28176.64
DDPD01597,Cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,358.453,65000.0,ng/ml,60-70,"intravenous infusion, IV in drop;",181334.79
DDPD01598,Imipenem,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,299.346,10100.0,ng/ml,8.2-12,"IM,intramuscular injection;",33740.22
DDPD01598,Imipenem,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,299.346,65000.0,ng/ml,60-70,"intravenous infusion, IV in drop;",217140.03
DDPD01601,Lopinavir,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,628.8008,10800.0,ng/ml,9.8±3.7-11.8±3.7,combination drug use;,17175.55
DDPD01601,Lopinavir,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,628.8008,9800.0,ng/ml,9.8±3.7,combination drug use;,15585.22
DDPD01606,Tazobactam,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,300.291,18200.0,ng/ml,18-18.4,combination drug use;,60607.88
DDPD01610,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,354.3617,200.0,ng/ml,0.20±0.7,"PO, oral; food;",564.40
DDPD01610,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,354.3617,5600.0,ng/ml,5.6±1.5,"PO, oral; Drug form; food;",15803.06
DDPD01611,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,335.872,50.3,ng/ml,50.3,"PO, oral;",149.76
DDPD01611,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,335.872,1918.0,ng/ml,1918(1161-2436),"intravenous injection, IV;",5710.51
DDPD01611,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,335.872,1918.0,ng/ml,1918(1161-2436),"intravenous injection, IV;",5710.51
DDPD01620,Pheniramine,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,240.3434,0.2335,ng/ml,173-294,,0.97
DDPD01956,Taurine,NCCS(O)(=O)=O,125.147,8850.0,ng/ml,2-15.7,"PO, oral;",70716.84
DDPD01956,Taurine,NCCS(O)(=O)=O,125.147,85800.0,ng/ml,59-112.6,"normal,healthy;",685593.74
DDPD04844,Tetrabenazine,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,317.4226,4.8,ng/ml,4.8,"PO, oral; Huntington's disease; tardive dyskinesia;",15.12
DDPD04861,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,405.435,2.75,ng/ml,2.75±1.55,Raceme D;,6.78
DDPD04861,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,405.435,5.29,ng/ml,5.29±2.06,Raceme L;,13.05
DDPD04861,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,405.435,8.02,ng/ml,8.02±3.47,Raceme D/L;,19.78
DDPD04861,Nebivolol,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,405.435,68.34,ng/ml,68.34±44.68,Derivative;,168.56
DDPD04890,Bepotastine,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,388.888,7.3,ng/ml,7.3±1.9,,18.77
DDPD04896,Milnacipran,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,246.354,341.0,ng/ml,341,"PO, oral; Raceme L;",1384.19
DDPD04911,Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,1793.101,138000.0,ng/ml,138,,76961.64
DDPD04911,Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,1793.101,6150.0,ng/ml,4.7-7.6,different study;,3429.81
DDPD04931,Afamelanotide,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,1646.8452,3.7,ng/ml,3.7±1.3,,2.25
DDPD04938,Ospemifene,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,378.891,533.0,ng/ml,533,Oral single dose; postmenopausal women; fasting;,1406.74
DDPD04938,Ospemifene,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,378.891,1198.0,ng/ml,1198,Oral single dose; postmenopausal women; food;,3161.86
DDPD04948,Lofexidine,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,259.132,1.26,ng/ml,1.26,"PO, oral;",4.86
DDPD05154,Pretomanid,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,359.2574,1700.0,ng/ml,1.7,Oral single dose;,4731.98
DDPD05154,Pretomanid,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,359.2574,1100.0,ng/ml,1.1,Oral single dose; different study;,3061.87
DDPD05351,Dexlansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,369.36,688.0,ng/ml,688,"PO, oral;",1862.68
DDPD05676,Apremilast,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,460.5,584.0,ng/ml,584,"PO, oral;",1268.19
DDPD05990,Obeticholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,420.6252,41.25,ng/ml,28.8-53.7,"PO, oral;",98.07
DDPD06196,Icatibant,[H][C@]12C[C@]([H])(N(C(=O)[C@@]3([H])CC4=C(CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@]3([H])C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)C=CC=C4)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1304.54,974.0,ng/ml,974±280,"subcutaneous injection, SC;",746.62
DDPD06201,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,238.1935,4010.0,ng/ml,4.01,"PO, oral;",16835.05
DDPD06201,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,238.1935,8680.0,ng/ml,8.68,"PO, oral;",36440.96
DDPD06204,Tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,221.3385,64.2,ng/ml,64.2,"PO, oral; immediate release formulation;",290.05
DDPD06204,Tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,221.3385,22.5,ng/ml,22.5,"PO, oral; extended release formulation;",101.65
DDPD06207,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,495.5345,61.6,ng/ml,61.6±27.54,"PO, oral; food;",124.31
DDPD06212,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,448.941,374.0,ng/ml,374,,833.07
DDPD06212,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,448.941,418.0,ng/ml,418,,931.08
DDPD06212,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,448.941,460.0,ng/ml,460,heart failure;,1024.63
DDPD06212,Tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,448.941,723.0,ng/ml,723,heart failure;,1610.46
DDPD06213,Regadenoson,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,390.354,12.3,ng/ml,12.3,"intravenous injection, IV;",31.51
DDPD06216,Asenapine,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,401.84,4.0,ng/ml,4,,9.95
DDPD06217,Vernakalant,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,349.471,3900.0,ng/ml,3.9,patients;,11159.72
DDPD06217,Vernakalant,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,349.471,4300.0,ng/ml,4.3,patients;,12304.31
DDPD06230,Nalmefene,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,339.435,16.5,ng/ml,16.5,Oral single dose;,48.61
DDPD06230,Nalmefene,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,339.435,23.1,ng/ml,21.45-24.75,"PO, oral; high-fat meal;",68.05
DDPD06230,Nalmefene,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,339.435,24.0,ng/ml,24±11,"Oral single dose; Male, men; normal,healthy;",70.71
DDPD06230,Nalmefene,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,339.435,17.0,ng/ml,17±6.3,"Male, men; normal,healthy;",50.08
DDPD06282,Levocetirizine,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,388.89,27000.0,ng/ml,27±0.04,"PO, oral;",69428.37
DDPD06283,Ziconotide,CC1C(=O)NC(C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)NC(C(=O)NCC(=O)NC(C(=O)N3)CO)C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN,N.A.,74.2,ng/ml,16.4-132,intrathecal administration;,
DDPD06335,Saxagliptin,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,315.41,24.0,ng/ml,24,"Oral single dose; normal,healthy;",76.09
DDPD06335,Saxagliptin,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,315.41,47.0,ng/ml,47,"Oral single dose; Active metabolite; normal,healthy;",149.01
DDPD06402,Telavancin,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,1755.65,93600.0,ng/ml,93.6±14.2,"intravenous injection, IV;",53313.59
DDPD06480,Prucalopride,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,367.87,3.79,ng/ml,3.79,,10.30
DDPD06589,Pazopanib,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,437.518,58100.0,ng/ml,58.1,"PO, oral;",132794.54
DDPD06616,Bosutinib,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,530.446,200.0,ng/ml,200,"PO, oral; Chronic myelogenous leukemia; food;",377.04
DDPD06637,Dalfampridine,NC1=CC=NC=C1,94.1145,19.45,ng/ml,17.3-21.6,"PO, oral; extended release formulation;",206.66
DDPD06699,Degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1632.29,330.0,ng/ml,330,"subcutaneous injection, SC;",202.17
