Drug,Isotope_Atom,atom_chiral_undef,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
Methylephedrine,0.0,2.0,1.7,13.0,141.0,0.0,0.0,23.5,0.0,0.0,179.26,179.131014166,1.0,2.0,1.0,179.131014166,3.0
Methylergometrine,0.0,0.0,2.3,25.0,549.0,0.0,0.0,68.4,3.0,0.0,339.4,339.19467705,1.0,3.0,3.0,339.19467705,4.0
Methylisothiazolinone,0.0,0.0,0.0,7.0,121.0,0.0,0.0,45.6,0.0,0.0,115.16,115.00918496,1.0,2.0,0.0,115.00918496,0.0
Methylnaltrexone,0.0,1.0,1.6,26.0,664.0,0.0,1.0,66.8,4.0,0.0,356.4,356.18618331,1.0,4.0,2.0,356.18618331,2.0
Methylphenidate,0.0,2.0,0.2,17.0,249.0,0.0,0.0,38.3,0.0,0.0,233.31,233.141578849,1.0,3.0,1.0,233.141578849,4.0
Methylphenobarbital,0.0,1.0,1.8,18.0,388.0,0.0,0.0,66.5,0.0,0.0,246.26,246.10044231,1.0,3.0,1.0,246.10044231,2.0
Methylprednisolone,0.0,0.0,1.9,27.0,754.0,0.0,0.0,94.8,8.0,0.0,374.5,374.20932405,1.0,5.0,3.0,374.20932405,2.0
Methylrosanilinium Chloride,0.0,0.0,,29.0,542.0,0.0,0.0,9.5,0.0,0.0,408.0,407.2128257,2.0,3.0,0.0,407.2128257,4.0
Methylthioninium,0.0,0.0,2.2,20.0,483.0,0.0,1.0,43.9,0.0,0.0,284.4,284.12214376,1.0,3.0,0.0,284.12214376,1.0
Methyprylone,0.0,1.0,0.8,13.0,231.0,0.0,0.0,46.2,0.0,0.0,183.25,183.125928785,1.0,2.0,1.0,183.125928785,2.0
Methysergide,0.0,0.0,2.3,26.0,578.0,0.0,0.0,57.5,3.0,0.0,353.5,353.21032711,1.0,3.0,2.0,353.21032711,4.0
Metipranolol,0.0,1.0,2.7,22.0,348.0,0.0,0.0,67.8,0.0,0.0,309.4,309.19400834,1.0,5.0,2.0,309.19400834,8.0
Metirosine,0.0,0.0,-1.6,14.0,211.0,0.0,0.0,83.6,1.0,0.0,195.21,195.08954328,1.0,4.0,3.0,195.08954328,3.0
Metoclopramide,0.0,0.0,2.6,20.0,300.0,0.0,0.0,67.6,0.0,0.0,299.79,299.1400546,1.0,4.0,2.0,299.1400546,7.0
Metolazone,0.0,1.0,4.1,24.0,594.0,0.0,0.0,101.0,0.0,0.0,365.8,365.0600902,1.0,5.0,2.0,365.0600902,2.0
Metoprolol,0.0,1.0,1.9,19.0,215.0,0.0,0.0,50.7,0.0,0.0,267.36,267.18344366,1.0,4.0,2.0,267.18344366,9.0
Metrizamide,0.0,1.0,-0.4,32.0,719.0,0.0,0.0,169.0,4.0,0.0,789.1,788.8541,1.0,8.0,6.0,788.8541,5.0
Metronidazole,0.0,0.0,0.0,12.0,170.0,0.0,0.0,83.9,0.0,0.0,171.15,171.06439116,1.0,4.0,1.0,171.06439116,2.0
Metyrapone,0.0,0.0,2.0,17.0,275.0,0.0,0.0,42.9,0.0,0.0,226.27,226.110613074,1.0,3.0,0.0,226.110613074,3.0
Mexenone,0.0,0.0,4.0,18.0,281.0,0.0,0.0,46.5,0.0,0.0,242.27,242.094294304,1.0,3.0,1.0,242.094294304,3.0
Mexiletine,0.0,1.0,2.1,13.0,139.0,0.0,0.0,35.3,0.0,0.0,179.26,179.131014166,1.0,2.0,1.0,179.131014166,3.0
Mezlocillin,0.0,0.0,-0.2,36.0,1080.0,0.0,0.0,207.0,4.0,0.0,539.6,539.11445512,1.0,9.0,3.0,539.11445512,6.0
Mianserin,0.0,1.0,3.4,20.0,342.0,0.0,0.0,6.5,0.0,0.0,264.4,264.162648646,1.0,2.0,0.0,264.162648646,0.0
Mibefradil,0.0,0.0,5.8,36.0,709.0,0.0,0.0,67.5,2.0,0.0,495.6,495.28972024,1.0,6.0,1.0,495.28972024,12.0
Micafungin,0.0,0.0,-1.6,89.0,2580.0,0.0,0.0,519.0,15.0,0.0,1270.3,1269.43835072,1.0,24.0,16.0,1269.43835072,18.0
Miconazole,0.0,1.0,5.3,25.0,417.0,0.0,0.0,27.1,0.0,0.0,416.1,413.986024,1.0,2.0,0.0,415.983074,6.0
Midazolam,0.0,0.0,2.5,23.0,471.0,0.0,0.0,30.2,0.0,0.0,325.8,325.0782033,1.0,3.0,0.0,325.0782033,1.0
Midodrine,0.0,1.0,-0.6,18.0,262.0,0.0,0.0,93.8,0.0,0.0,254.28,254.12665706,1.0,5.0,3.0,254.12665706,6.0
Midostaurin,0.0,0.0,4.8,43.0,1140.0,0.0,0.0,77.7,4.0,0.0,570.6,570.22670545,1.0,4.0,1.0,570.22670545,3.0
Mifamurtide,0.0,0.0,,87.0,1950.0,0.0,0.0,388.0,9.0,0.0,1277.5,1276.7410212,3.0,20.0,10.0,1276.7410212,58.0
Mifepristone,0.0,0.0,3.8,32.0,921.0,0.0,0.0,40.5,5.0,0.0,429.6,429.266779359,1.0,3.0,1.0,429.266779359,3.0
Migalastat,0.0,0.0,-2.3,11.0,132.0,0.0,0.0,93.0,4.0,0.0,163.17,163.0844579,1.0,5.0,5.0,163.0844579,1.0
Miglustat,0.0,0.0,-0.6,15.0,190.0,0.0,0.0,84.2,4.0,0.0,219.28,219.14705815,1.0,5.0,4.0,219.14705815,4.0
Milrinone,0.0,0.0,0.0,16.0,419.0,0.0,0.0,65.8,0.0,0.0,211.22,211.074561919,1.0,3.0,1.0,211.074561919,1.0
Minocycline,0.0,0.0,-0.6,33.0,971.0,0.0,0.0,165.0,4.0,0.0,457.5,457.18490021,1.0,9.0,5.0,457.18490021,3.0
Minoxidil,0.0,0.0,1.2,15.0,329.0,0.0,0.0,88.9,0.0,0.0,209.25,209.12766012,1.0,3.0,3.0,209.12766012,1.0
Mirabegron,0.0,0.0,2.1,28.0,467.0,0.0,0.0,129.0,1.0,0.0,396.5,396.16199719,1.0,6.0,4.0,396.16199719,9.0
Mirikizumab,,,,,,,,,,,,,,,,,
Mirtazapine,0.0,1.0,3.3,20.0,345.0,0.0,0.0,19.4,0.0,0.0,265.35,265.157897619,1.0,3.0,0.0,265.157897619,0.0
Misoprostol,0.0,1.0,3.7,27.0,487.0,0.0,0.0,83.8,3.0,1.0,382.5,382.27192431,1.0,5.0,2.0,382.27192431,14.0
Mitchella Repens,,,,,,,,,,,,,,,,,
Mitomycin,0.0,0.0,-0.4,24.0,757.0,0.0,0.0,147.0,4.0,0.0,334.33,334.12771969,1.0,8.0,3.0,334.12771969,4.0
Mitotane,0.0,1.0,6.2,18.0,248.0,0.0,0.0,0.0,0.0,0.0,320.0,317.953661,1.0,0.0,0.0,319.950711,3.0
Mitozantrone,0.0,0.0,1.0,32.0,571.0,0.0,0.0,163.0,0.0,0.0,444.5,444.20088463,1.0,10.0,8.0,444.20088463,12.0
Mivacurium,0.0,2.0,8.7,74.0,1550.0,0.0,2.0,145.0,2.0,1.0,1029.3,1028.56095523,1.0,14.0,0.0,1028.56095523,30.0
Mizolastine,0.0,0.0,3.2,32.0,728.0,0.0,0.0,65.8,0.0,0.0,432.5,432.2073876,1.0,5.0,1.0,432.2073876,5.0
Moclobemide,0.0,0.0,1.5,18.0,262.0,0.0,0.0,41.6,0.0,0.0,268.74,268.0978555,1.0,3.0,1.0,268.0978555,4.0
Modafinil,0.0,1.0,1.7,19.0,302.0,0.0,0.0,79.4,0.0,0.0,273.4,273.08234989,1.0,3.0,1.0,273.08234989,5.0
Moexipril,0.0,0.0,1.2,36.0,742.0,0.0,0.0,114.0,3.0,0.0,498.6,498.23660143,1.0,8.0,2.0,498.23660143,12.0
Mogamulizumab,,,,,,,,,,,,,,,,,
Molgramostim,,,,,,,,,,,,,,,,,
Molnupiravir,0.0,0.0,-0.8,23.0,534.0,0.0,0.0,141.0,4.0,0.0,329.31,329.12229995,1.0,7.0,4.0,329.12229995,6.0
Molybdenum,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.95,97.905404,1.0,0.0,0.0,97.905404,0.0
Molybdenum-99,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.907707,98.907707,1.0,0.0,0.0,98.907707,0.0
Momelotinib,0.0,0.0,2.6,31.0,615.0,0.0,0.0,103.0,0.0,0.0,414.5,414.18042397,1.0,7.0,2.0,414.18042397,6.0
Mometasone,0.0,0.0,2.7,28.0,806.0,0.0,0.0,74.6,8.0,0.0,427.4,426.1364648,1.0,4.0,2.0,426.1364648,2.0
Montelukast,0.0,0.0,7.7,41.0,891.0,0.0,0.0,95.7,1.0,1.0,586.2,585.2104429,1.0,5.0,2.0,585.2104429,12.0
Morphine,0.0,0.0,0.8,21.0,494.0,0.0,0.0,52.9,5.0,0.0,285.34,285.13649347,1.0,4.0,2.0,285.13649347,0.0
Morpholinyl Mercaptothiabendazole,,,,,,,,,,,,,,,,,
Moxifloxacin,0.0,0.0,0.6,29.0,727.0,0.0,0.0,82.1,2.0,0.0,401.4,401.17508442,1.0,8.0,2.0,401.17508442,4.0
Moxisylyte,0.0,0.0,3.2,20.0,304.0,0.0,0.0,38.8,0.0,0.0,279.37,279.18344366,1.0,4.0,0.0,279.18344366,7.0
Moxonidine,0.0,0.0,0.6,16.0,275.0,0.0,0.0,71.4,0.0,0.0,241.68,241.0730377,1.0,4.0,2.0,241.0730377,3.0
Mucopolysaccharide Polysulphate,,,,,,,,,,,,,,,,,
Mulberry,,,,,,,,,,,,,,,,,
Mupirocin,0.0,0.0,3.0,35.0,694.0,0.0,0.0,146.0,8.0,1.0,500.6,500.29853298,1.0,9.0,4.0,500.29853298,17.0
Murcidencel,,,,,,,,,,,,,,,,,
Mycophenolic Acid,0.0,0.0,3.2,23.0,485.0,0.0,0.0,93.1,0.0,1.0,320.3,320.12598835,1.0,6.0,2.0,320.12598835,6.0
Myristica Fragrans,,,,,,,,,,,,,,,,,
Myroxylon Balsamum,,,,,,,,,,,,,,,,,
N-(3-Chloroallyl)Hexaminium Chloride,0.0,0.0,,15.0,224.0,0.0,0.0,9.7,0.0,1.0,251.15,250.0752019,2.0,4.0,0.0,250.0752019,2.0
N-Cyclohexyl-N'-Phenylparaphenylenediamine,0.0,0.0,5.3,20.0,259.0,0.0,0.0,24.1,0.0,0.0,266.4,266.17829871,1.0,2.0,2.0,266.17829871,4.0
N-Cyclohexylbenzothiazyl Sulphenamide,0.0,0.0,4.4,17.0,244.0,0.0,0.0,78.5,0.0,0.0,264.4,264.07549087,1.0,4.0,1.0,264.07549087,3.0
Nabilone,0.0,0.0,6.4,27.0,524.0,0.0,0.0,46.5,2.0,0.0,372.5,372.26644501,1.0,3.0,1.0,372.26644501,6.0
Nabumetone,0.0,0.0,3.1,17.0,262.0,0.0,0.0,26.3,0.0,0.0,228.29,228.115029749,1.0,2.0,0.0,228.115029749,4.0
Nadolol,0.0,1.0,0.7,22.0,344.0,0.0,0.0,82.0,2.0,0.0,309.4,309.19400834,1.0,5.0,4.0,309.19400834,6.0
Nafarelin,0.0,0.0,0.8,96.0,2730.0,0.0,0.0,475.0,9.0,0.0,1322.5,1321.63562577,1.0,15.0,16.0,1321.63562577,33.0
Naftidrofuryl,0.0,2.0,4.8,28.0,465.0,0.0,0.0,38.8,0.0,0.0,383.5,383.24604391,1.0,4.0,0.0,383.24604391,11.0
Nalbuphine,0.0,0.0,0.2,26.0,597.0,0.0,0.0,73.2,5.0,0.0,357.4,357.19400834,1.0,5.0,3.0,357.19400834,2.0
Nalidixic Acid,0.0,0.0,1.4,17.0,378.0,0.0,0.0,70.5,0.0,0.0,232.23,232.08479225,1.0,5.0,1.0,232.08479225,2.0
Nalmefene,0.0,0.0,2.7,25.0,618.0,0.0,0.0,52.9,4.0,0.0,339.4,339.18344366,1.0,4.0,2.0,339.18344366,2.0
Naloxol,0.0,1.0,-0.5,24.0,555.0,0.0,0.0,73.2,4.0,0.0,329.4,329.16270821,1.0,5.0,3.0,329.16270821,2.0
Naloxone,0.0,0.0,2.1,24.0,594.0,0.0,0.0,70.0,4.0,0.0,327.4,327.14705815,1.0,5.0,2.0,327.14705815,2.0
Naltrexone,0.0,0.0,1.9,25.0,621.0,0.0,0.0,70.0,4.0,0.0,341.4,341.16270821,1.0,5.0,2.0,341.16270821,2.0
Nandrolone,0.0,0.0,2.6,20.0,466.0,0.0,0.0,37.3,6.0,0.0,274.4,274.193280068,1.0,2.0,1.0,274.193280068,0.0
Naphazoline,0.0,0.0,2.1,16.0,272.0,0.0,0.0,24.4,0.0,0.0,210.27,210.115698455,1.0,1.0,1.0,210.115698455,2.0
Naproxen,0.0,0.0,3.3,17.0,277.0,0.0,0.0,46.5,1.0,0.0,230.26,230.094294304,1.0,3.0,1.0,230.094294304,3.0
Naratriptan,0.0,0.0,2.0,23.0,483.0,0.0,0.0,73.6,0.0,0.0,335.5,335.16674822,1.0,4.0,2.0,335.16674822,5.0
Nasturtium Officinale,,,,,,,,,,,,,,,,,
Natalizumab,,,,,,,,,,,,,,,,,
Natamycin,0.0,0.0,-1.3,47.0,1220.0,0.0,0.0,231.0,14.0,5.0,665.7,665.30474055,1.0,14.0,7.0,665.30474055,3.0
Nateglinide,0.0,0.0,3.2,23.0,393.0,0.0,0.0,66.4,1.0,0.0,317.4,317.19909372,1.0,3.0,2.0,317.19909372,6.0
N-Hydroxymethylsuccinimide,0.0,0.0,-0.9,9.0,138.0,0.0,0.0,57.6,0.0,0.0,129.11,129.042593085,1.0,3.0,1.0,129.042593085,1.0
Nebacumab,,,,,,,,,,,,,,,,,
Nebivolol,0.0,4.0,3.0,29.0,483.0,0.0,0.0,71.0,0.0,0.0,405.4,405.1751646,1.0,7.0,3.0,405.1751646,6.0
Nedocromil,0.0,0.0,2.2,27.0,753.0,0.0,0.0,121.0,0.0,0.0,371.3,371.10050188,1.0,8.0,2.0,371.10050188,5.0
Nefazodone,0.0,0.0,4.3,33.0,649.0,0.0,0.0,51.6,0.0,0.0,470.0,469.224453,1.0,5.0,0.0,469.224453,10.0
Nefopam,0.0,1.0,2.9,19.0,274.0,0.0,0.0,12.5,0.0,0.0,253.34,253.14666423,1.0,2.0,0.0,253.14666423,1.0
Nelarabine,0.0,0.0,-0.7,21.0,377.0,0.0,0.0,149.0,4.0,0.0,297.27,297.1073186,1.0,9.0,4.0,297.1073186,3.0
Nelfinavir,0.0,0.0,5.7,40.0,829.0,0.0,0.0,127.0,5.0,0.0,567.8,567.3130781,1.0,6.0,4.0,567.3130781,10.0
Neomycin,0.0,0.0,-9.0,42.0,872.0,0.0,0.0,353.0,19.0,0.0,614.6,614.31228554,1.0,19.0,13.0,614.31228554,9.0
Neomycin,0.0,0.0,-9.0,42.0,872.0,0.0,0.0,353.0,19.0,0.0,614.6,614.31228554,1.0,19.0,13.0,614.31228554,9.0
Neostigmine,0.0,0.0,1.5,16.0,246.0,0.0,1.0,29.5,0.0,0.0,223.29,223.144652853,1.0,2.0,0.0,223.144652853,3.0
Nepafenac,0.0,0.0,1.9,19.0,337.0,0.0,0.0,86.2,0.0,0.0,254.28,254.105527694,1.0,3.0,2.0,254.105527694,4.0
Nepeta,,,,,,,,,,,,,,,,,
Neratinib,0.0,0.0,4.9,40.0,881.0,0.0,0.0,112.0,0.0,1.0,557.0,556.1989665,1.0,8.0,2.0,556.1989665,11.0
Netarsudil,0.0,0.0,4.6,34.0,678.0,0.0,0.0,94.3,1.0,0.0,453.5,453.20524173,1.0,5.0,2.0,453.20524173,8.0
Netilmicin,0.0,0.0,-4.2,33.0,673.0,0.0,0.0,200.0,11.0,0.0,475.6,475.30059866,1.0,12.0,8.0,475.30059866,8.0
Netupitant,0.0,0.0,6.8,41.0,865.0,0.0,0.0,39.7,0.0,0.0,578.6,578.24803063,1.0,10.0,0.0,578.24803063,5.0
Nevirapine,0.0,0.0,2.0,20.0,397.0,0.0,0.0,58.1,0.0,0.0,266.3,266.11676108,1.0,4.0,1.0,266.11676108,1.0
N-Isopropyl-N'-Phenyl-Paraphenylenediamine,,,,,,,,,,,,,,,,,
Nicardipine,0.0,1.0,3.8,35.0,856.0,0.0,0.0,114.0,0.0,0.0,479.5,479.20563565,1.0,8.0,1.0,479.20563565,10.0
Nickel,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.693,57.935342,1.0,0.0,0.0,57.935342,0.0
Niclosamide,0.0,0.0,4.0,21.0,404.0,0.0,0.0,95.2,0.0,0.0,327.12,325.9861121,1.0,4.0,2.0,325.9861121,2.0
Nicoboxil,0.0,0.0,2.1,16.0,197.0,0.0,0.0,48.4,0.0,0.0,223.27,223.1208434,1.0,4.0,0.0,223.1208434,8.0
Nicofuranose,0.0,0.0,1.3,44.0,1020.0,0.0,0.0,186.0,4.0,0.0,600.5,600.14924298,1.0,14.0,1.0,600.14924298,14.0
Nicorandil,0.0,0.0,0.8,15.0,228.0,0.0,0.0,97.0,0.0,0.0,211.17,211.05930578,1.0,5.0,1.0,211.05930578,4.0
Nicotine,0.0,0.0,1.2,12.0,147.0,0.0,0.0,16.1,1.0,0.0,162.23,162.115698455,1.0,2.0,0.0,162.115698455,1.0
Nicotinic Acid,0.0,0.0,0.4,9.0,114.0,0.0,0.0,50.2,0.0,0.0,123.11,123.032028402,1.0,3.0,1.0,123.032028402,1.0
Nicotinyl Alcohol,0.0,0.0,0.0,8.0,65.5,0.0,0.0,33.1,0.0,0.0,109.13,109.052763847,1.0,2.0,1.0,109.052763847,1.0
Nicoumalone,0.0,1.0,2.5,26.0,614.0,0.0,0.0,109.0,0.0,0.0,353.3,353.0899372,1.0,6.0,1.0,353.0899372,4.0
Nifedipine,0.0,0.0,2.2,25.0,608.0,0.0,0.0,110.0,0.0,0.0,346.3,346.1164863,1.0,7.0,1.0,346.1164863,5.0
Nifuratel,0.0,1.0,0.7,19.0,386.0,0.0,0.0,126.0,0.0,1.0,285.28,285.04194163,1.0,7.0,0.0,285.04194163,4.0
Nilotinib,0.0,0.0,4.9,39.0,817.0,0.0,0.0,97.6,0.0,0.0,529.5,529.18379284,1.0,9.0,2.0,529.18379284,6.0
Nimodipine,0.0,1.0,3.1,30.0,736.0,0.0,0.0,120.0,0.0,0.0,418.4,418.17400117,1.0,8.0,1.0,418.17400117,9.0
Nimorazole,0.0,0.0,-0.4,16.0,239.0,0.0,0.0,76.1,0.0,0.0,226.23,226.10659032,1.0,5.0,0.0,226.10659032,3.0
Nintedanib,0.0,0.0,4.3,40.0,892.0,0.0,0.0,101.0,0.0,0.0,539.6,539.25325455,1.0,7.0,2.0,539.25325455,8.0
Nipasept,,,,,,,,,,,,,,,,,
Niraparib,0.0,0.0,2.2,24.0,449.0,0.0,0.0,72.9,1.0,0.0,320.4,320.16371127,1.0,3.0,2.0,320.16371127,3.0
Nirmatrelvir,0.0,0.0,2.2,35.0,964.0,0.0,0.0,131.0,6.0,0.0,499.5,499.24063901,1.0,8.0,3.0,499.24063901,7.0
Nisoldipine,0.0,1.0,3.3,28.0,704.0,0.0,0.0,110.0,0.0,0.0,388.4,388.16343649,1.0,7.0,1.0,388.16343649,7.0
Nitisinone,0.0,0.0,2.3,23.0,524.0,0.0,0.0,97.0,0.0,0.0,329.23,329.05110691,1.0,8.0,0.0,329.05110691,2.0
Nitrazepam,0.0,0.0,2.2,21.0,452.0,0.0,0.0,87.3,0.0,0.0,281.27,281.08004122,1.0,4.0,1.0,281.08004122,1.0
Nitrendipine,0.0,1.0,2.9,26.0,661.0,0.0,0.0,110.0,0.0,0.0,360.4,360.13213636,1.0,7.0,1.0,360.13213636,6.0
Nitric Acid,0.0,0.0,0.2,4.0,24.8,0.0,0.0,66.1,0.0,0.0,63.013,62.995642894,1.0,3.0,1.0,62.995642894,0.0
Nitric Oxide,0.0,0.0,0.2,2.0,2.0,0.0,0.0,18.1,0.0,0.0,30.006,29.997988624,1.0,1.0,0.0,29.997988624,0.0
Nitrofurantoin,0.0,0.0,-0.5,17.0,390.0,0.0,0.0,121.0,0.0,1.0,238.16,238.0338193,1.0,6.0,1.0,238.0338193,2.0
Nitrofurazone,0.0,0.0,0.2,14.0,261.0,0.0,0.0,126.0,0.0,1.0,198.14,198.03890469,1.0,5.0,2.0,198.03890469,2.0
Nitrogen,0.0,0.0,0.1,2.0,8.0,0.0,0.0,47.6,0.0,0.0,28.014,28.006148008,1.0,2.0,0.0,28.006148008,0.0
Nitrous Oxide,0.0,0.0,0.5,3.0,25.8,0.0,0.0,19.1,0.0,0.0,44.013,44.001062628,1.0,2.0,0.0,44.001062628,0.0
Nivolumab,,,,,,,,,,,,,,,,,
Nizatidine,0.0,0.0,1.6,21.0,349.0,0.0,0.0,140.0,0.0,1.0,331.5,331.11366728,1.0,8.0,2.0,331.11366728,9.0
"N,N'-Diphenyl-P-Phenylenediamine",0.0,0.0,5.0,20.0,231.0,0.0,0.0,24.1,0.0,0.0,260.3,260.131348519,1.0,2.0,2.0,260.131348519,4.0
Nomegestrol,0.0,0.0,2.0,24.0,673.0,0.0,0.0,54.4,6.0,0.0,328.4,328.20384475,1.0,3.0,1.0,328.20384475,1.0
Nonacog Beta Pegol,,,,,,,,,,,,,,,,,
Nonivamide,0.0,0.0,4.2,21.0,283.0,0.0,0.0,58.6,0.0,0.0,293.4,293.19909372,1.0,3.0,2.0,293.19909372,10.0
Nonoxinol,0.0,0.0,5.5,19.0,186.0,0.0,0.0,29.5,0.0,0.0,264.4,264.208930132,1.0,2.0,1.0,264.208930132,11.0
Noradrenaline,0.0,0.0,-1.2,12.0,142.0,0.0,0.0,86.7,1.0,0.0,169.18,169.07389321,1.0,4.0,4.0,169.07389321,2.0
Nordazepam,0.0,0.0,2.9,19.0,376.0,0.0,0.0,41.5,0.0,0.0,270.71,270.0559907,1.0,2.0,1.0,270.0559907,1.0
Norelgestromin,0.0,0.0,3.6,24.0,641.0,1.0,0.0,52.8,6.0,0.0,327.5,327.219829168,1.0,3.0,2.0,327.219829168,2.0
Norethisterone,0.0,0.0,3.0,22.0,594.0,0.0,0.0,37.3,6.0,0.0,298.4,298.193280068,1.0,2.0,1.0,298.193280068,1.0
Norfloxacin,0.0,0.0,-1.0,23.0,519.0,0.0,0.0,72.9,0.0,0.0,319.33,319.13321961,1.0,7.0,2.0,319.13321961,3.0
Norgestimate,0.0,0.0,4.1,27.0,744.0,0.0,0.0,58.9,6.0,1.0,369.5,369.23039385,1.0,4.0,1.0,369.23039385,4.0
Norgestrel,0.0,0.0,3.3,23.0,609.0,0.0,0.0,37.3,6.0,0.0,312.4,312.208930132,1.0,2.0,1.0,312.208930132,2.0
Norgestrel,0.0,0.0,3.3,23.0,609.0,0.0,0.0,37.3,6.0,0.0,312.4,312.208930132,1.0,2.0,1.0,312.208930132,2.0
Nortriptyline,0.0,0.0,4.5,20.0,307.0,0.0,0.0,12.0,0.0,0.0,263.4,263.167399674,1.0,1.0,1.0,263.167399674,3.0
Noscapine,0.0,0.0,2.7,30.0,647.0,0.0,0.0,75.7,2.0,0.0,413.4,413.14745207,1.0,8.0,0.0,413.14745207,4.0
Noxythiolin,0.0,0.0,-0.6,7.0,66.0,0.0,0.0,76.4,0.0,0.0,120.18,120.03573406,1.0,2.0,3.0,120.03573406,1.0
Nusinersen,0.0,0.0,-13.7,457.0,19100.0,0.0,0.0,2860.0,72.0,0.0,7127.0,7122.2762603,1.0,167.0,40.0,7124.28297,176.0
Nystatin,0.0,9.0,-0.2,65.0,1620.0,0.0,0.0,320.0,10.0,6.0,926.1,925.50349992,1.0,18.0,12.0,925.50349992,3.0
Oak Moss,,,,,,,,,,,,,,,,,
Obeticholic Acid,0.0,0.0,5.7,30.0,649.0,0.0,0.0,77.8,11.0,0.0,420.6,420.32395988,1.0,4.0,3.0,420.32395988,5.0
Obinutuzumab,,,,,,,,,,,,,,,,,
Ocimum,,,,,,,,,,,,,,,,,
Ocrelizumab,,,,,,,,,,,,,,,,,
Ocriplasmin,,,,,,,,,,,,,,,,,
Octaphonium Chloride,,,,,,,,,,,,,,,,,
Octoxinol,0.0,0.0,4.6,18.0,232.0,0.0,0.0,29.5,0.0,0.0,250.38,250.193280068,1.0,2.0,1.0,250.193280068,6.0
Octreotide,0.0,0.0,1.0,71.0,1740.0,0.0,0.0,383.0,10.0,0.0,1019.2,1018.44048069,1.0,14.0,13.0,1018.44048069,17.0
Odevixibat,0.0,0.0,6.8,51.0,1230.0,0.0,0.0,208.0,2.0,0.0,740.9,740.29135685,1.0,11.0,5.0,740.29135685,17.0
Oenothera,,,,,,,,,,,,,,,,,
Oestriol,0.0,0.0,2.5,21.0,411.0,0.0,0.0,60.7,6.0,0.0,288.4,288.17254462,1.0,3.0,3.0,288.17254462,0.0
Ofatumumab,,,,,,,,,,,,,,,,,
Ofloxacin,0.0,1.0,-0.4,26.0,634.0,0.0,0.0,73.3,0.0,0.0,361.4,361.14378429,1.0,8.0,1.0,361.14378429,2.0
O-Iodohippuric Acid,0.0,0.0,1.0,14.0,232.0,0.0,0.0,66.4,0.0,0.0,305.07,304.95489,1.0,3.0,2.0,304.95489,3.0
Okoubaka,,,,,,,,,,,,,,,,,
Olanzapine,0.0,0.0,2.9,22.0,432.0,0.0,0.0,59.1,0.0,0.0,312.4,312.14086783,1.0,4.0,1.0,312.14086783,1.0
Olaparib,0.0,0.0,1.9,32.0,790.0,0.0,0.0,82.1,0.0,0.0,434.5,434.17541877,1.0,5.0,1.0,434.17541877,4.0
Olaratumab,,,,,,,,,,,,,,,,,
Olea Europea,,,,,,,,,,,,,,,,,
Olipudase Alfa,,,,,,,,,,,,,,,,,
Olmesartan,0.0,0.0,3.2,33.0,656.0,0.0,0.0,130.0,0.0,0.0,446.5,446.20663871,1.0,7.0,3.0,446.20663871,8.0
Olodaterol,0.0,0.0,1.8,28.0,521.0,0.0,0.0,100.0,1.0,0.0,386.4,386.18417193,1.0,6.0,4.0,386.18417193,7.0
Olopatadine,0.0,0.0,1.5,25.0,488.0,0.0,0.0,49.8,0.0,1.0,337.4,337.1677936,1.0,4.0,1.0,337.1677936,5.0
Olsalazine,0.0,0.0,3.1,22.0,415.0,0.0,0.0,140.0,0.0,0.0,302.24,302.05388604,1.0,8.0,4.0,302.05388604,4.0
Omalizumab,,,,,,,,,,,,,,,,,
Ombitasvir,0.0,0.0,7.9,65.0,1540.0,0.0,0.0,179.0,6.0,0.0,894.1,893.50511212,1.0,9.0,4.0,893.50511212,16.0
Omega-3 Acids,,,,,,,,,,,,,,,,,
Omeprazole,0.0,1.0,2.2,24.0,453.0,0.0,0.0,96.3,0.0,0.0,345.4,345.11471265,1.0,6.0,1.0,345.11471265,5.0
Onasemnogene Abeparvovec,,,,,,,,,,,,,,,,,
Ondansetron,0.0,1.0,2.3,22.0,440.0,0.0,0.0,39.8,0.0,0.0,293.4,293.152812238,1.0,2.0,0.0,293.152812238,2.0
Opicapone,0.0,0.0,3.4,27.0,557.0,0.0,0.0,151.0,0.0,0.0,413.2,411.9977394,1.0,8.0,2.0,411.9977394,2.0
Opipramol,0.0,0.0,3.6,27.0,448.0,0.0,0.0,30.0,0.0,0.0,363.5,363.231062557,1.0,4.0,1.0,363.231062557,6.0
Orciprenaline,0.0,1.0,0.7,15.0,177.0,0.0,0.0,72.7,0.0,0.0,211.26,211.1208434,1.0,4.0,4.0,211.1208434,4.0
Origanum,,,,,,,,,,,,,,,,,
Orlistat,0.0,0.0,10.0,35.0,579.0,0.0,0.0,81.7,4.0,0.0,495.7,495.39237379,1.0,5.0,1.0,495.39237379,23.0
